año,carrera,circuito,piloto,equipo,posicion_parrilla,posicion_final,puntos,estado,tiempo,pais,formato
2021,Bahrain Grand Prix,Sakhir,HAM,Mercedes,2.0,1.0,25.0,Finished,0 days 01:32:03.897000,,
2021,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,1.0,2.0,18.0,Finished,0 days 00:00:00.745000,,
2021,Bahrain Grand Prix,Sakhir,BOT,Mercedes,3.0,3.0,16.0,Finished,0 days 00:00:37.383000,,
2021,Bahrain Grand Prix,Sakhir,NOR,McLaren,7.0,4.0,12.0,Finished,0 days 00:00:46.466000,,
2021,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,0.0,5.0,10.0,Finished,0 days 00:00:52.047000,,
2021,Bahrain Grand Prix,Sakhir,LEC,Ferrari,4.0,6.0,8.0,Finished,0 days 00:00:59.090000,,
2021,Bahrain Grand Prix,Sakhir,RIC,McLaren,6.0,7.0,6.0,Finished,0 days 00:01:06.004000,,
2021,Bahrain Grand Prix,Sakhir,SAI,Ferrari,8.0,8.0,4.0,Finished,0 days 00:01:07.100000,,
2021,Bahrain Grand Prix,Sakhir,TSU,AlphaTauri,13.0,9.0,2.0,Finished,0 days 00:01:25.692000,,
2021,Bahrain Grand Prix,Sakhir,STR,Aston Martin,10.0,10.0,1.0,Finished,0 days 00:01:26.713000,,
2021,Bahrain Grand Prix,Sakhir,RAI,Alfa Romeo Racing,14.0,11.0,0.0,Finished,0 days 00:01:28.864000,,
2021,Bahrain Grand Prix,Sakhir,GIO,Alfa Romeo Racing,12.0,12.0,0.0,+1 Lap,,,
2021,Bahrain Grand Prix,Sakhir,OCO,Alpine,16.0,13.0,0.0,+1 Lap,,,
2021,Bahrain Grand Prix,Sakhir,RUS,Williams,15.0,14.0,0.0,+1 Lap,,,
2021,Bahrain Grand Prix,Sakhir,VET,Aston Martin,20.0,15.0,0.0,+1 Lap,,,
2021,Bahrain Grand Prix,Sakhir,MSC,Haas F1 Team,18.0,16.0,0.0,+1 Lap,,,
2021,Bahrain Grand Prix,Sakhir,GAS,AlphaTauri,5.0,17.0,0.0,Retired,,,
2021,Bahrain Grand Prix,Sakhir,LAT,Williams,17.0,18.0,0.0,Retired,,,
2021,Bahrain Grand Prix,Sakhir,ALO,Alpine,9.0,19.0,0.0,Brakes,,,
2021,Bahrain Grand Prix,Sakhir,MAZ,Haas F1 Team,19.0,20.0,0.0,Accident,,,
2021,Emilia Romagna Grand Prix,Imola,VER,Red Bull Racing,3.0,1.0,25.0,Finished,0 days 02:02:34.598000,,
2021,Emilia Romagna Grand Prix,Imola,HAM,Mercedes,1.0,2.0,19.0,Finished,0 days 00:00:22,,
2021,Emilia Romagna Grand Prix,Imola,NOR,McLaren,7.0,3.0,15.0,Finished,0 days 00:00:23.702000,,
2021,Emilia Romagna Grand Prix,Imola,LEC,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:25.579000,,
2021,Emilia Romagna Grand Prix,Imola,SAI,Ferrari,11.0,5.0,10.0,Finished,0 days 00:00:27.036000,,
2021,Emilia Romagna Grand Prix,Imola,RIC,McLaren,6.0,6.0,8.0,Finished,0 days 00:00:51.220000,,
2021,Emilia Romagna Grand Prix,Imola,GAS,AlphaTauri,5.0,7.0,6.0,Finished,0 days 00:00:52.818000,,
2021,Emilia Romagna Grand Prix,Imola,STR,Aston Martin,10.0,8.0,4.0,Finished,0 days 00:00:56.909000,,
2021,Emilia Romagna Grand Prix,Imola,OCO,Alpine,9.0,9.0,2.0,Finished,0 days 00:01:05.704000,,
2021,Emilia Romagna Grand Prix,Imola,ALO,Alpine,15.0,10.0,1.0,Finished,0 days 00:01:06.561000,,
2021,Emilia Romagna Grand Prix,Imola,PER,Red Bull Racing,2.0,11.0,0.0,Finished,0 days 00:01:07.151000,,
2021,Emilia Romagna Grand Prix,Imola,TSU,AlphaTauri,20.0,12.0,0.0,Finished,0 days 00:01:13.184000,,
2021,Emilia Romagna Grand Prix,Imola,RAI,Alfa Romeo Racing,16.0,13.0,0.0,Finished,0 days 00:01:34.773000,,
2021,Emilia Romagna Grand Prix,Imola,GIO,Alfa Romeo Racing,17.0,14.0,0.0,+1 Lap,,,
2021,Emilia Romagna Grand Prix,Imola,VET,Aston Martin,0.0,15.0,0.0,Gearbox,,,
2021,Emilia Romagna Grand Prix,Imola,MSC,Haas F1 Team,18.0,16.0,0.0,+2 Laps,,,
2021,Emilia Romagna Grand Prix,Imola,MAZ,Haas F1 Team,19.0,17.0,0.0,+2 Laps,,,
2021,Emilia Romagna Grand Prix,Imola,BOT,Mercedes,8.0,18.0,0.0,Collision,,,
2021,Emilia Romagna Grand Prix,Imola,RUS,Williams,12.0,19.0,0.0,Collision,,,
2021,Emilia Romagna Grand Prix,Imola,LAT,Williams,14.0,20.0,0.0,Collision,,,
2021,Portuguese Grand Prix,Portimão,HAM,Mercedes,2.0,1.0,25.0,Finished,0 days 01:34:31.421000,,
2021,Portuguese Grand Prix,Portimão,VER,Red Bull Racing,3.0,2.0,18.0,Finished,0 days 00:00:29.148000,,
2021,Portuguese Grand Prix,Portimão,BOT,Mercedes,1.0,3.0,16.0,Finished,0 days 00:00:33.530000,,
2021,Portuguese Grand Prix,Portimão,PER,Red Bull Racing,4.0,4.0,12.0,Finished,0 days 00:00:39.735000,,
2021,Portuguese Grand Prix,Portimão,NOR,McLaren,7.0,5.0,10.0,Finished,0 days 00:00:51.369000,,
2021,Portuguese Grand Prix,Portimão,LEC,Ferrari,8.0,6.0,8.0,Finished,0 days 00:00:55.781000,,
2021,Portuguese Grand Prix,Portimão,OCO,Alpine,6.0,7.0,6.0,Finished,0 days 00:01:03.749000,,
2021,Portuguese Grand Prix,Portimão,ALO,Alpine,13.0,8.0,4.0,Finished,0 days 00:00:01.808000,,
2021,Portuguese Grand Prix,Portimão,RIC,McLaren,16.0,9.0,2.0,Finished,0 days 00:01:15.369000,,
2021,Portuguese Grand Prix,Portimão,GAS,AlphaTauri,9.0,10.0,1.0,Finished,0 days 00:01:16.463000,,
2021,Portuguese Grand Prix,Portimão,SAI,Ferrari,5.0,11.0,0.0,Finished,0 days 00:01:18.955000,,
2021,Portuguese Grand Prix,Portimão,GIO,Alfa Romeo Racing,12.0,12.0,0.0,+1 Lap,,,
2021,Portuguese Grand Prix,Portimão,VET,Aston Martin,10.0,13.0,0.0,+1 Lap,,,
2021,Portuguese Grand Prix,Portimão,STR,Aston Martin,17.0,14.0,0.0,+1 Lap,,,
2021,Portuguese Grand Prix,Portimão,TSU,AlphaTauri,14.0,15.0,0.0,+1 Lap,,,
2021,Portuguese Grand Prix,Portimão,RUS,Williams,11.0,16.0,0.0,+1 Lap,,,
2021,Portuguese Grand Prix,Portimão,MSC,Haas F1 Team,19.0,17.0,0.0,+2 Laps,,,
2021,Portuguese Grand Prix,Portimão,LAT,Williams,18.0,18.0,0.0,+2 Laps,,,
2021,Portuguese Grand Prix,Portimão,MAZ,Haas F1 Team,20.0,19.0,0.0,+2 Laps,,,
2021,Portuguese Grand Prix,Portimão,RAI,Alfa Romeo Racing,15.0,20.0,0.0,Collision damage,,,
2021,Spanish Grand Prix,Barcelona,HAM,Mercedes,1.0,1.0,25.0,Finished,0 days 01:33:07.680000,,
2021,Spanish Grand Prix,Barcelona,VER,Red Bull Racing,2.0,2.0,19.0,Finished,0 days 00:00:15.841000,,
2021,Spanish Grand Prix,Barcelona,BOT,Mercedes,3.0,3.0,15.0,Finished,0 days 00:00:26.610000,,
2021,Spanish Grand Prix,Barcelona,LEC,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:54.616000,,
2021,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,8.0,5.0,10.0,Finished,0 days 00:01:03.671000,,
2021,Spanish Grand Prix,Barcelona,RIC,McLaren,7.0,6.0,8.0,Finished,0 days 00:01:13.768000,,
2021,Spanish Grand Prix,Barcelona,SAI,Ferrari,6.0,7.0,6.0,Finished,0 days 00:01:14.670000,,
2021,Spanish Grand Prix,Barcelona,NOR,McLaren,9.0,8.0,4.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,OCO,Alpine,5.0,9.0,2.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,GAS,AlphaTauri,12.0,10.0,1.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,STR,Aston Martin,11.0,11.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,RAI,Alfa Romeo Racing,17.0,12.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,VET,Aston Martin,13.0,13.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,RUS,Williams,15.0,14.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,GIO,Alfa Romeo Racing,14.0,15.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,LAT,Williams,19.0,16.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,ALO,Alpine,10.0,17.0,0.0,+1 Lap,,,
2021,Spanish Grand Prix,Barcelona,MSC,Haas F1 Team,18.0,18.0,0.0,+2 Laps,,,
2021,Spanish Grand Prix,Barcelona,MAZ,Haas F1 Team,20.0,19.0,0.0,+2 Laps,,,
2021,Spanish Grand Prix,Barcelona,TSU,AlphaTauri,16.0,20.0,0.0,Electrical,,,
2021,Monaco Grand Prix,Monte Carlo,VER,Red Bull Racing,2.0,1.0,25.0,Finished,0 days 01:38:56.820000,,
2021,Monaco Grand Prix,Monte Carlo,SAI,Ferrari,4.0,2.0,18.0,Finished,0 days 00:00:08.968000,,
2021,Monaco Grand Prix,Monte Carlo,NOR,McLaren,5.0,3.0,15.0,Finished,0 days 00:00:19.427000,,
2021,Monaco Grand Prix,Monte Carlo,PER,Red Bull Racing,9.0,4.0,12.0,Finished,0 days 00:00:20.490000,,
2021,Monaco Grand Prix,Monte Carlo,VET,Aston Martin,8.0,5.0,10.0,Finished,0 days 00:00:52.591000,,
2021,Monaco Grand Prix,Monte Carlo,GAS,AlphaTauri,6.0,6.0,8.0,Finished,0 days 00:00:53.896000,,
2021,Monaco Grand Prix,Monte Carlo,HAM,Mercedes,7.0,7.0,7.0,Finished,0 days 00:01:08.231000,,
2021,Monaco Grand Prix,Monte Carlo,STR,Aston Martin,13.0,8.0,4.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,OCO,Alpine,11.0,9.0,2.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,GIO,Alfa Romeo Racing,10.0,10.0,1.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,RAI,Alfa Romeo Racing,14.0,11.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,RIC,McLaren,12.0,12.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,ALO,Alpine,17.0,13.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,RUS,Williams,15.0,14.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,LAT,Williams,18.0,15.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,TSU,AlphaTauri,16.0,16.0,0.0,+1 Lap,,,
2021,Monaco Grand Prix,Monte Carlo,MAZ,Haas F1 Team,19.0,17.0,0.0,+3 Laps,,,
2021,Monaco Grand Prix,Monte Carlo,MSC,Haas F1 Team,20.0,18.0,0.0,+3 Laps,,,
2021,Monaco Grand Prix,Monte Carlo,BOT,Mercedes,3.0,19.0,0.0,Wheel nut,,,
2021,Monaco Grand Prix,Monte Carlo,LEC,Ferrari,1.0,20.0,0.0,Driveshaft,,,
2021,Azerbaijan Grand Prix,Baku,PER,Red Bull Racing,6.0,1.0,25.0,Finished,0 days 02:13:36.410000,,
2021,Azerbaijan Grand Prix,Baku,VET,Aston Martin,11.0,2.0,18.0,Finished,0 days 00:00:01.385000,,
2021,Azerbaijan Grand Prix,Baku,GAS,AlphaTauri,4.0,3.0,15.0,Finished,0 days 00:00:02.762000,,
2021,Azerbaijan Grand Prix,Baku,LEC,Ferrari,1.0,4.0,12.0,Finished,0 days 00:00:03.828000,,
2021,Azerbaijan Grand Prix,Baku,NOR,McLaren,9.0,5.0,10.0,Finished,0 days 00:00:04.754000,,
2021,Azerbaijan Grand Prix,Baku,ALO,Alpine,8.0,6.0,8.0,Finished,0 days 00:00:06.382000,,
2021,Azerbaijan Grand Prix,Baku,TSU,AlphaTauri,7.0,7.0,6.0,Finished,0 days 00:00:06.624000,,
2021,Azerbaijan Grand Prix,Baku,SAI,Ferrari,5.0,8.0,4.0,Finished,0 days 00:00:07.709000,,
2021,Azerbaijan Grand Prix,Baku,RIC,McLaren,13.0,9.0,2.0,Finished,0 days 00:00:08.874000,,
2021,Azerbaijan Grand Prix,Baku,RAI,Alfa Romeo Racing,14.0,10.0,1.0,Finished,0 days 00:00:09.576000,,
2021,Azerbaijan Grand Prix,Baku,GIO,Alfa Romeo Racing,20.0,11.0,0.0,Finished,0 days 00:00:10.254000,,
2021,Azerbaijan Grand Prix,Baku,BOT,Mercedes,10.0,12.0,0.0,Finished,0 days 00:00:11.264000,,
2021,Azerbaijan Grand Prix,Baku,MSC,Haas F1 Team,17.0,13.0,0.0,Finished,0 days 00:00:14.241000,,
2021,Azerbaijan Grand Prix,Baku,MAZ,Haas F1 Team,18.0,14.0,0.0,Finished,0 days 00:00:14.315000,,
2021,Azerbaijan Grand Prix,Baku,HAM,Mercedes,2.0,15.0,0.0,Finished,0 days 00:00:17.668000,,
2021,Azerbaijan Grand Prix,Baku,LAT,Williams,16.0,16.0,0.0,Finished,0 days 00:00:43.379000,,
2021,Azerbaijan Grand Prix,Baku,RUS,Williams,15.0,17.0,0.0,Gearbox,,,
2021,Azerbaijan Grand Prix,Baku,VER,Red Bull Racing,3.0,18.0,0.0,Accident,,,
2021,Azerbaijan Grand Prix,Baku,STR,Aston Martin,19.0,19.0,0.0,Accident,,,
2021,Azerbaijan Grand Prix,Baku,OCO,Alpine,12.0,20.0,0.0,Turbo,,,
2021,French Grand Prix,Le Castellet,VER,Red Bull Racing,1.0,1.0,26.0,Finished,0 days 01:27:25.770000,,
2021,French Grand Prix,Le Castellet,HAM,Mercedes,2.0,2.0,18.0,Finished,0 days 00:00:02.904000,,
2021,French Grand Prix,Le Castellet,PER,Red Bull Racing,4.0,3.0,15.0,Finished,0 days 00:00:08.811000,,
2021,French Grand Prix,Le Castellet,BOT,Mercedes,3.0,4.0,12.0,Finished,0 days 00:00:14.618000,,
2021,French Grand Prix,Le Castellet,NOR,McLaren,8.0,5.0,10.0,Finished,0 days 00:01:04.032000,,
2021,French Grand Prix,Le Castellet,RIC,McLaren,10.0,6.0,8.0,Finished,0 days 00:01:15.857000,,
2021,French Grand Prix,Le Castellet,GAS,AlphaTauri,6.0,7.0,6.0,Finished,0 days 00:01:16.596000,,
2021,French Grand Prix,Le Castellet,ALO,Alpine,9.0,8.0,4.0,Finished,0 days 00:01:17.695000,,
2021,French Grand Prix,Le Castellet,VET,Aston Martin,12.0,9.0,2.0,Finished,0 days 00:01:19.666000,,
2021,French Grand Prix,Le Castellet,STR,Aston Martin,19.0,10.0,1.0,Finished,0 days 00:01:31.946000,,
2021,French Grand Prix,Le Castellet,SAI,Ferrari,5.0,11.0,0.0,Finished,0 days 00:01:39.337000,,
2021,French Grand Prix,Le Castellet,RUS,Williams,14.0,12.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,TSU,AlphaTauri,0.0,13.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,OCO,Alpine,11.0,14.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,GIO,Alfa Romeo Racing,13.0,15.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,LEC,Ferrari,7.0,16.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,RAI,Alfa Romeo Racing,17.0,17.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,LAT,Williams,16.0,18.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,MSC,Haas F1 Team,15.0,19.0,0.0,+1 Lap,,,
2021,French Grand Prix,Le Castellet,MAZ,Haas F1 Team,18.0,20.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:22:18.925000,,
2021,Styrian Grand Prix,Spielberg,HAM,Mercedes,2.0,2.0,19.0,Finished,0 days 00:00:35.743000,,
2021,Styrian Grand Prix,Spielberg,BOT,Mercedes,5.0,3.0,15.0,Finished,0 days 00:00:46.907000,,
2021,Styrian Grand Prix,Spielberg,PER,Red Bull Racing,4.0,4.0,12.0,Finished,0 days 00:00:47.434000,,
2021,Styrian Grand Prix,Spielberg,NOR,McLaren,3.0,5.0,10.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,SAI,Ferrari,12.0,6.0,8.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,LEC,Ferrari,7.0,7.0,6.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,STR,Aston Martin,9.0,8.0,4.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,ALO,Alpine,8.0,9.0,2.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,TSU,AlphaTauri,11.0,10.0,1.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,18.0,11.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,VET,Aston Martin,14.0,12.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,RIC,McLaren,13.0,13.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,OCO,Alpine,17.0,14.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,15.0,15.0,0.0,+1 Lap,,,
2021,Styrian Grand Prix,Spielberg,MSC,Haas F1 Team,19.0,16.0,0.0,+2 Laps,,,
2021,Styrian Grand Prix,Spielberg,LAT,Williams,16.0,17.0,0.0,+3 Laps,,,
2021,Styrian Grand Prix,Spielberg,MAZ,Haas F1 Team,20.0,18.0,0.0,+3 Laps,,,
2021,Styrian Grand Prix,Spielberg,RUS,Williams,10.0,19.0,0.0,Engine,,,
2021,Styrian Grand Prix,Spielberg,GAS,AlphaTauri,6.0,20.0,0.0,Collision,,,
2021,Austrian Grand Prix,Spielberg,VER,Red Bull Racing,1.0,1.0,26.0,Finished,0 days 01:23:54.543000,,
2021,Austrian Grand Prix,Spielberg,BOT,Mercedes,5.0,2.0,18.0,Finished,0 days 00:00:17.973000,,
2021,Austrian Grand Prix,Spielberg,NOR,McLaren,2.0,3.0,15.0,Finished,0 days 00:00:20.019000,,
2021,Austrian Grand Prix,Spielberg,HAM,Mercedes,4.0,4.0,12.0,Finished,0 days 00:00:46.452000,,
2021,Austrian Grand Prix,Spielberg,SAI,Ferrari,10.0,5.0,10.0,Finished,0 days 00:00:57.144000,,
2021,Austrian Grand Prix,Spielberg,PER,Red Bull Racing,3.0,6.0,8.0,Finished,0 days 00:00:57.915000,,
2021,Austrian Grand Prix,Spielberg,RIC,McLaren,13.0,7.0,6.0,Finished,0 days 00:01:00.395000,,
2021,Austrian Grand Prix,Spielberg,LEC,Ferrari,12.0,8.0,4.0,Finished,0 days 00:01:01.195000,,
2021,Austrian Grand Prix,Spielberg,GAS,AlphaTauri,6.0,9.0,2.0,Finished,0 days 00:01:01.844000,,
2021,Austrian Grand Prix,Spielberg,ALO,Alpine,14.0,10.0,1.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,RUS,Williams,8.0,11.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,TSU,AlphaTauri,7.0,12.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,STR,Aston Martin,9.0,13.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,15.0,14.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,16.0,15.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,LAT,Williams,18.0,16.0,0.0,+1 Lap,,,
2021,Austrian Grand Prix,Spielberg,VET,Aston Martin,11.0,17.0,0.0,Collision,,,
2021,Austrian Grand Prix,Spielberg,MSC,Haas F1 Team,19.0,18.0,0.0,+2 Laps,,,
2021,Austrian Grand Prix,Spielberg,MAZ,Haas F1 Team,20.0,19.0,0.0,+2 Laps,,,
2021,Austrian Grand Prix,Spielberg,OCO,Alpine,17.0,20.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,OCO,Alpine,8.0,1.0,25.0,Finished,0 days 02:04:43.199000,,
2021,Hungarian Grand Prix,Budapest,HAM,Mercedes,1.0,2.0,18.0,Finished,0 days 00:00:02.736000,,
2021,Hungarian Grand Prix,Budapest,SAI,Ferrari,15.0,3.0,15.0,Finished,0 days 00:00:15.018000,,
2021,Hungarian Grand Prix,Budapest,ALO,Alpine,9.0,4.0,12.0,Finished,0 days 00:00:15.651000,,
2021,Hungarian Grand Prix,Budapest,GAS,AlphaTauri,5.0,5.0,11.0,Finished,0 days 00:01:03.614000,,
2021,Hungarian Grand Prix,Budapest,TSU,AlphaTauri,16.0,6.0,8.0,Finished,0 days 00:01:15.803000,,
2021,Hungarian Grand Prix,Budapest,LAT,Williams,18.0,7.0,6.0,Finished,0 days 00:01:17.910000,,
2021,Hungarian Grand Prix,Budapest,RUS,Williams,17.0,8.0,4.0,Finished,0 days 00:01:19.094000,,
2021,Hungarian Grand Prix,Budapest,VER,Red Bull Racing,3.0,9.0,2.0,Finished,0 days 00:01:20.244000,,
2021,Hungarian Grand Prix,Budapest,RAI,Alfa Romeo Racing,13.0,10.0,1.0,+1 Lap,,,
2021,Hungarian Grand Prix,Budapest,RIC,McLaren,11.0,11.0,0.0,+1 Lap,,,
2021,Hungarian Grand Prix,Budapest,MSC,Haas F1 Team,20.0,12.0,0.0,+1 Lap,,,
2021,Hungarian Grand Prix,Budapest,GIO,Alfa Romeo Racing,0.0,13.0,0.0,+1 Lap,,,
2021,Hungarian Grand Prix,Budapest,MAZ,Haas F1 Team,19.0,14.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,NOR,McLaren,6.0,15.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,BOT,Mercedes,2.0,16.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,PER,Red Bull Racing,4.0,17.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,LEC,Ferrari,7.0,18.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,STR,Aston Martin,12.0,19.0,0.0,Collision,,,
2021,Hungarian Grand Prix,Budapest,VET,Aston Martin,10.0,20.0,0.0,Disqualified,,,
2021,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,1.0,1.0,12.5,Finished,0 days 00:03:27.071000,,
2021,Belgian Grand Prix,Spa-Francorchamps,RUS,Williams,2.0,2.0,9.0,Finished,0 days 00:00:01.995000,,
2021,Belgian Grand Prix,Spa-Francorchamps,HAM,Mercedes,3.0,3.0,7.5,Finished,0 days 00:00:02.601000,,
2021,Belgian Grand Prix,Spa-Francorchamps,RIC,McLaren,4.0,4.0,6.0,Finished,0 days 00:00:04.496000,,
2021,Belgian Grand Prix,Spa-Francorchamps,VET,Aston Martin,5.0,5.0,5.0,Finished,0 days 00:00:07.479000,,
2021,Belgian Grand Prix,Spa-Francorchamps,GAS,AlphaTauri,6.0,6.0,4.0,Finished,0 days 00:00:10.177000,,
2021,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,8.0,7.0,3.0,Finished,0 days 00:00:11.579000,,
2021,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,9.0,8.0,2.0,Finished,0 days 00:00:12.608000,,
2021,Belgian Grand Prix,Spa-Francorchamps,LAT,Williams,10.0,9.0,1.0,Finished,0 days 00:00:15.485000,,
2021,Belgian Grand Prix,Spa-Francorchamps,SAI,Ferrari,11.0,10.0,0.5,Finished,0 days 00:00:16.166000,,
2021,Belgian Grand Prix,Spa-Francorchamps,ALO,Alpine,12.0,11.0,0.0,Finished,0 days 00:00:20.590000,,
2021,Belgian Grand Prix,Spa-Francorchamps,BOT,Mercedes,13.0,12.0,0.0,Finished,0 days 00:00:22.414000,,
2021,Belgian Grand Prix,Spa-Francorchamps,GIO,Alfa Romeo Racing,14.0,13.0,0.0,Finished,0 days 00:00:24.163000,,
2021,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,15.0,14.0,0.0,Finished,0 days 00:00:27.110000,,
2021,Belgian Grand Prix,Spa-Francorchamps,TSU,AlphaTauri,16.0,15.0,0.0,Finished,0 days 00:00:28.329000,,
2021,Belgian Grand Prix,Spa-Francorchamps,MSC,Haas F1 Team,17.0,16.0,0.0,Finished,0 days 00:00:29.507000,,
2021,Belgian Grand Prix,Spa-Francorchamps,MAZ,Haas F1 Team,18.0,17.0,0.0,Finished,0 days 00:00:31.993000,,
2021,Belgian Grand Prix,Spa-Francorchamps,RAI,Alfa Romeo Racing,0.0,18.0,0.0,Finished,0 days 00:00:36.054000,,
2021,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,0.0,19.0,0.0,Finished,0 days 00:00:38.205000,,
2021,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,19.0,20.0,0.0,Finished,0 days 00:00:44.108000,,
2021,Dutch Grand Prix,Zandvoort,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:30:05.395000,,
2021,Dutch Grand Prix,Zandvoort,HAM,Mercedes,2.0,2.0,19.0,Finished,0 days 00:00:20.932000,,
2021,Dutch Grand Prix,Zandvoort,BOT,Mercedes,3.0,3.0,15.0,Finished,0 days 00:00:56.460000,,
2021,Dutch Grand Prix,Zandvoort,GAS,AlphaTauri,4.0,4.0,12.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,LEC,Ferrari,5.0,5.0,10.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,ALO,Alpine,9.0,6.0,8.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,SAI,Ferrari,6.0,7.0,6.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,0.0,8.0,4.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,OCO,Alpine,8.0,9.0,2.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,NOR,McLaren,13.0,10.0,1.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,RIC,McLaren,10.0,11.0,0.0,+1 Lap,,,
2021,Dutch Grand Prix,Zandvoort,STR,Aston Martin,12.0,12.0,0.0,+2 Laps,,,
2021,Dutch Grand Prix,Zandvoort,VET,Aston Martin,15.0,13.0,0.0,+2 Laps,,,
2021,Dutch Grand Prix,Zandvoort,GIO,Alfa Romeo Racing,7.0,14.0,0.0,+2 Laps,,,
2021,Dutch Grand Prix,Zandvoort,KUB,Alfa Romeo Racing,16.0,15.0,0.0,+2 Laps,,,
2021,Dutch Grand Prix,Zandvoort,LAT,Williams,0.0,16.0,0.0,+2 Laps,,,
2021,Dutch Grand Prix,Zandvoort,RUS,Williams,11.0,17.0,0.0,Gearbox,,,
2021,Dutch Grand Prix,Zandvoort,MSC,Haas F1 Team,17.0,18.0,0.0,+3 Laps,,,
2021,Dutch Grand Prix,Zandvoort,TSU,AlphaTauri,14.0,19.0,0.0,Power Unit,,,
2021,Dutch Grand Prix,Zandvoort,MAZ,Haas F1 Team,18.0,20.0,0.0,Hydraulics,,,
