año,carrera,circuito,piloto,equipo,posicion_parrilla,posicion_final,puntos,estado,tiempo,pais,formato
2022,Singapore Grand Prix,Marina Bay,MSC,Haas F1 Team,12.0,13.0,0.0,+1 Lap,,,
2022,Singapore Grand Prix,Marina Bay,RUS,Mercedes,0.0,14.0,0.0,+2 Laps,,,
2022,Singapore Grand Prix,Marina Bay,TSU,AlphaTauri,10.0,15.0,0.0,Accident,,,
2022,Singapore Grand Prix,Marina Bay,OCO,Alpine,17.0,16.0,0.0,Engine,,,
2022,Singapore Grand Prix,Marina Bay,ALB,Williams,18.0,17.0,0.0,Collision damage,,,
2022,Singapore Grand Prix,Marina Bay,ALO,Alpine,5.0,18.0,0.0,Engine,,,
2022,Singapore Grand Prix,Marina Bay,LAT,Williams,19.0,19.0,0.0,Collision damage,,,
2022,Singapore Grand Prix,Marina Bay,ZHO,Alfa Romeo,14.0,20.0,0.0,Collision,,,
2022,Japanese Grand Prix,Suzuka,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 03:01:44.004000,,
2022,Japanese Grand Prix,Suzuka,PER,Red Bull Racing,4.0,2.0,18.0,Finished,0 days 00:00:27.066000,,
2022,Japanese Grand Prix,Suzuka,LEC,Ferrari,2.0,3.0,15.0,Finished,0 days 00:00:31.763000,,
2022,Japanese Grand Prix,Suzuka,OCO,Alpine,5.0,4.0,12.0,Finished,0 days 00:00:39.685000,,
2022,Japanese Grand Prix,Suzuka,HAM,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:40.326000,,
2022,Japanese Grand Prix,Suzuka,VET,Aston Martin,9.0,6.0,8.0,Finished,0 days 00:00:46.358000,,
2022,Japanese Grand Prix,Suzuka,ALO,Alpine,7.0,7.0,6.0,Finished,0 days 00:00:46.369000,,
2022,Japanese Grand Prix,Suzuka,RUS,Mercedes,8.0,8.0,4.0,Finished,0 days 00:00:47.661000,,
2022,Japanese Grand Prix,Suzuka,LAT,Williams,20.0,9.0,2.0,Finished,0 days 00:01:10.143000,,
2022,Japanese Grand Prix,Suzuka,NOR,McLaren,10.0,10.0,1.0,Finished,0 days 00:01:10.782000,,
2022,Japanese Grand Prix,Suzuka,RIC,McLaren,11.0,11.0,0.0,Finished,0 days 00:01:12.877000,,
2022,Japanese Grand Prix,Suzuka,STR,Aston Martin,19.0,12.0,0.0,Finished,0 days 00:01:13.904000,,
2022,Japanese Grand Prix,Suzuka,TSU,AlphaTauri,13.0,13.0,0.0,Finished,0 days 00:01:15.599000,,
2022,Japanese Grand Prix,Suzuka,MAG,Haas F1 Team,18.0,14.0,0.0,Finished,0 days 00:01:26.016000,,
2022,Japanese Grand Prix,Suzuka,BOT,Alfa Romeo,12.0,15.0,0.0,Finished,0 days 00:01:26.496000,,
2022,Japanese Grand Prix,Suzuka,ZHO,Alfa Romeo,14.0,16.0,0.0,Finished,0 days 00:01:27.043000,,
2022,Japanese Grand Prix,Suzuka,MSC,Haas F1 Team,15.0,17.0,0.0,Finished,0 days 00:01:32.523000,,
2022,Japanese Grand Prix,Suzuka,GAS,AlphaTauri,17.0,18.0,0.0,Finished,0 days 00:01:48.091000,,
2022,Japanese Grand Prix,Suzuka,SAI,Ferrari,3.0,19.0,0.0,Accident,,,
2022,Japanese Grand Prix,Suzuka,ALB,Williams,16.0,20.0,0.0,Hydraulics,,,
2022,United States Grand Prix,Austin,VER,Red Bull Racing,2.0,1.0,25.0,Finished,0 days 01:42:11.687000,,
2022,United States Grand Prix,Austin,HAM,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:05.023000,,
2022,United States Grand Prix,Austin,LEC,Ferrari,12.0,3.0,15.0,Finished,0 days 00:00:07.501000,,
2022,United States Grand Prix,Austin,PER,Red Bull Racing,9.0,4.0,12.0,Finished,0 days 00:00:08.293000,,
2022,United States Grand Prix,Austin,RUS,Mercedes,4.0,5.0,11.0,Finished,0 days 00:00:44.815000,,
2022,United States Grand Prix,Austin,NOR,McLaren,6.0,6.0,8.0,Finished,0 days 00:00:53.785000,,
2022,United States Grand Prix,Austin,ALO,Alpine,14.0,7.0,6.0,Finished,0 days 00:00:55.078000,,
2022,United States Grand Prix,Austin,VET,Aston Martin,10.0,8.0,4.0,Finished,0 days 00:01:05.354000,,
2022,United States Grand Prix,Austin,MAG,Haas F1 Team,13.0,9.0,2.0,Finished,0 days 00:01:05.834000,,
2022,United States Grand Prix,Austin,TSU,AlphaTauri,19.0,10.0,1.0,Finished,0 days 00:01:10.919000,,
2022,United States Grand Prix,Austin,OCO,Alpine,0.0,11.0,0.0,Finished,0 days 00:01:12.875000,,
2022,United States Grand Prix,Austin,ZHO,Alfa Romeo,18.0,12.0,0.0,Finished,0 days 00:01:16.164000,,
2022,United States Grand Prix,Austin,ALB,Williams,8.0,13.0,0.0,Finished,0 days 00:01:20.057000,,
2022,United States Grand Prix,Austin,GAS,AlphaTauri,11.0,14.0,0.0,Finished,0 days 00:01:21.763000,,
2022,United States Grand Prix,Austin,MSC,Haas F1 Team,16.0,15.0,0.0,Finished,0 days 00:01:24.490000,,
2022,United States Grand Prix,Austin,RIC,McLaren,15.0,16.0,0.0,Finished,0 days 00:01:30.487000,,
2022,United States Grand Prix,Austin,LAT,Williams,17.0,17.0,0.0,Finished,0 days 00:01:43.588000,,
2022,United States Grand Prix,Austin,STR,Aston Martin,5.0,18.0,0.0,Collision,,,
2022,United States Grand Prix,Austin,BOT,Alfa Romeo,7.0,19.0,0.0,Spun off,,,
2022,United States Grand Prix,Austin,SAI,Ferrari,1.0,20.0,0.0,Collision damage,,,
2022,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:38:36.729000,,
2022,Mexico City Grand Prix,Mexico City,HAM,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:15.186000,,
2022,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,4.0,3.0,15.0,Finished,0 days 00:00:18.097000,,
2022,Mexico City Grand Prix,Mexico City,RUS,Mercedes,2.0,4.0,13.0,Finished,0 days 00:00:49.431000,,
2022,Mexico City Grand Prix,Mexico City,SAI,Ferrari,5.0,5.0,10.0,Finished,0 days 00:00:58.123000,,
2022,Mexico City Grand Prix,Mexico City,LEC,Ferrari,7.0,6.0,8.0,Finished,0 days 00:01:08.774000,,
2022,Mexico City Grand Prix,Mexico City,RIC,McLaren,11.0,7.0,6.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,OCO,Alpine,10.0,8.0,4.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,NOR,McLaren,8.0,9.0,2.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,BOT,Alfa Romeo,6.0,10.0,1.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,GAS,AlphaTauri,14.0,11.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,ALB,Williams,17.0,12.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,ZHO,Alfa Romeo,12.0,13.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,VET,Aston Martin,16.0,14.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,STR,Aston Martin,20.0,15.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,MSC,Haas F1 Team,15.0,16.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,19.0,17.0,0.0,+1 Lap,,,
2022,Mexico City Grand Prix,Mexico City,LAT,Williams,18.0,18.0,0.0,+2 Laps,,,
2022,Mexico City Grand Prix,Mexico City,ALO,Alpine,9.0,19.0,0.0,Engine,,,
2022,Mexico City Grand Prix,Mexico City,TSU,AlphaTauri,13.0,20.0,0.0,Collision damage,,,
2022,Abu Dhabi Grand Prix,Yas Island,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:27:45.914000,,
2022,Abu Dhabi Grand Prix,Yas Island,LEC,Ferrari,3.0,2.0,18.0,Finished,0 days 00:00:08.771000,,
2022,Abu Dhabi Grand Prix,Yas Island,PER,Red Bull Racing,2.0,3.0,15.0,Finished,0 days 00:00:10.093000,,
2022,Abu Dhabi Grand Prix,Yas Island,SAI,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:24.892000,,
2022,Abu Dhabi Grand Prix,Yas Island,RUS,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:35.888000,,
2022,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,7.0,6.0,9.0,Finished,0 days 00:00:56.234000,,
2022,Abu Dhabi Grand Prix,Yas Island,OCO,Alpine,8.0,7.0,6.0,Finished,0 days 00:00:57.240000,,
2022,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,14.0,8.0,4.0,Finished,0 days 00:01:16.931000,,
2022,Abu Dhabi Grand Prix,Yas Island,RIC,McLaren,13.0,9.0,2.0,Finished,0 days 00:01:23.268000,,
2022,Abu Dhabi Grand Prix,Yas Island,VET,Aston Martin,9.0,10.0,1.0,Finished,0 days 00:01:23.898000,,
2022,Abu Dhabi Grand Prix,Yas Island,TSU,AlphaTauri,11.0,11.0,0.0,Finished,0 days 00:01:29.371000,,
2022,Abu Dhabi Grand Prix,Yas Island,ZHO,Alfa Romeo,15.0,12.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,ALB,Williams,19.0,13.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,GAS,AlphaTauri,17.0,14.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,BOT,Alfa Romeo,18.0,15.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,MSC,Haas F1 Team,12.0,16.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,16.0,17.0,0.0,+1 Lap,,,
2022,Abu Dhabi Grand Prix,Yas Island,HAM,Mercedes,5.0,18.0,0.0,Hydraulics,,,
2022,Abu Dhabi Grand Prix,Yas Island,LAT,Williams,20.0,19.0,0.0,Collision damage,,,
2022,Abu Dhabi Grand Prix,Yas Island,ALO,Alpine,10.0,20.0,0.0,Water leak,,,
2023,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:33:56.736000,,
2023,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,2.0,2.0,18.0,Finished,0 days 00:00:11.987000,,
2023,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,5.0,3.0,15.0,Finished,0 days 00:00:38.637000,,
2023,Bahrain Grand Prix,Sakhir,SAI,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:48.052000,,
2023,Bahrain Grand Prix,Sakhir,HAM,Mercedes,7.0,5.0,10.0,Finished,0 days 00:00:50.977000,,
2023,Bahrain Grand Prix,Sakhir,STR,Aston Martin,8.0,6.0,8.0,Finished,0 days 00:00:54.502000,,
2023,Bahrain Grand Prix,Sakhir,RUS,Mercedes,6.0,7.0,6.0,Finished,0 days 00:00:55.873000,,
2023,Bahrain Grand Prix,Sakhir,BOT,Alfa Romeo,12.0,8.0,4.0,Finished,0 days 00:01:12.647000,,
2023,Bahrain Grand Prix,Sakhir,GAS,Alpine,20.0,9.0,2.0,Finished,0 days 00:01:13.753000,,
2023,Bahrain Grand Prix,Sakhir,ALB,Williams,15.0,10.0,1.0,Finished,0 days 00:01:29.774000,,
2023,Bahrain Grand Prix,Sakhir,TSU,AlphaTauri,14.0,11.0,0.0,Finished,0 days 00:01:30.870000,,
2023,Bahrain Grand Prix,Sakhir,SAR,Williams,16.0,12.0,0.0,Lapped,0 days 00:00:01.136000,,
2023,Bahrain Grand Prix,Sakhir,MAG,Haas F1 Team,17.0,13.0,0.0,Lapped,0 days 00:00:16.757000,,
2023,Bahrain Grand Prix,Sakhir,DEV,AlphaTauri,19.0,14.0,0.0,Lapped,0 days 00:00:22.523000,,
2023,Bahrain Grand Prix,Sakhir,HUL,Haas F1 Team,10.0,15.0,0.0,Lapped,0 days 00:00:38.911000,,
2023,Bahrain Grand Prix,Sakhir,ZHO,Alfa Romeo,13.0,16.0,0.0,Lapped,0 days 00:00:39.649000,,
2023,Bahrain Grand Prix,Sakhir,NOR,McLaren,11.0,17.0,0.0,Lapped,0 days 00:00:06.636000,,
2023,Bahrain Grand Prix,Sakhir,OCO,Alpine,9.0,18.0,0.0,Retired,,,
2023,Bahrain Grand Prix,Sakhir,LEC,Ferrari,3.0,19.0,0.0,Retired,,,
2023,Bahrain Grand Prix,Sakhir,PIA,McLaren,18.0,20.0,0.0,Retired,,,
2023,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:21:14.894000,,
2023,Saudi Arabian Grand Prix,Jeddah,VER,Red Bull Racing,15.0,2.0,19.0,Finished,0 days 00:00:05.355000,,
2023,Saudi Arabian Grand Prix,Jeddah,ALO,Aston Martin,2.0,3.0,15.0,Finished,0 days 00:00:20.728000,,
2023,Saudi Arabian Grand Prix,Jeddah,RUS,Mercedes,3.0,4.0,12.0,Finished,0 days 00:00:25.866000,,
2023,Saudi Arabian Grand Prix,Jeddah,HAM,Mercedes,7.0,5.0,10.0,Finished,0 days 00:00:31.065000,,
2023,Saudi Arabian Grand Prix,Jeddah,SAI,Ferrari,4.0,6.0,8.0,Finished,0 days 00:00:35.876000,,
2023,Saudi Arabian Grand Prix,Jeddah,LEC,Ferrari,12.0,7.0,6.0,Finished,0 days 00:00:43.162000,,
2023,Saudi Arabian Grand Prix,Jeddah,OCO,Alpine,6.0,8.0,4.0,Finished,0 days 00:00:52.832000,,
2023,Saudi Arabian Grand Prix,Jeddah,GAS,Alpine,9.0,9.0,2.0,Finished,0 days 00:00:54.747000,,
2023,Saudi Arabian Grand Prix,Jeddah,MAG,Haas F1 Team,13.0,10.0,1.0,Finished,0 days 00:01:04.826000,,
2023,Saudi Arabian Grand Prix,Jeddah,TSU,AlphaTauri,16.0,11.0,0.0,Finished,0 days 00:01:07.494000,,
2023,Saudi Arabian Grand Prix,Jeddah,HUL,Haas F1 Team,10.0,12.0,0.0,Finished,0 days 00:01:10.588000,,
2023,Saudi Arabian Grand Prix,Jeddah,ZHO,Alfa Romeo,11.0,13.0,0.0,Finished,0 days 00:01:16.060000,,
2023,Saudi Arabian Grand Prix,Jeddah,DEV,AlphaTauri,18.0,14.0,0.0,Finished,0 days 00:01:17.478000,,
2023,Saudi Arabian Grand Prix,Jeddah,PIA,McLaren,8.0,15.0,0.0,Finished,0 days 00:01:25.021000,,
2023,Saudi Arabian Grand Prix,Jeddah,SAR,Williams,20.0,16.0,0.0,Finished,0 days 00:01:26.293000,,
2023,Saudi Arabian Grand Prix,Jeddah,NOR,McLaren,19.0,17.0,0.0,Finished,0 days 00:01:26.445000,,
2023,Saudi Arabian Grand Prix,Jeddah,BOT,Alfa Romeo,14.0,18.0,0.0,Lapped,0 days 00:00:29.584000,,
2023,Saudi Arabian Grand Prix,Jeddah,ALB,Williams,17.0,19.0,0.0,Retired,,,
2023,Saudi Arabian Grand Prix,Jeddah,STR,Aston Martin,5.0,20.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 02:32:38.371000,,
2023,Australian Grand Prix,Melbourne,HAM,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:00.179000,,
2023,Australian Grand Prix,Melbourne,ALO,Aston Martin,4.0,3.0,15.0,Finished,0 days 00:00:00.769000,,
2023,Australian Grand Prix,Melbourne,STR,Aston Martin,6.0,4.0,12.0,Finished,0 days 00:00:03.082000,,
2023,Australian Grand Prix,Melbourne,PER,Red Bull Racing,20.0,5.0,11.0,Finished,0 days 00:00:03.320000,,
2023,Australian Grand Prix,Melbourne,NOR,McLaren,13.0,6.0,8.0,Finished,0 days 00:00:03.701000,,
2023,Australian Grand Prix,Melbourne,HUL,Haas F1 Team,10.0,7.0,6.0,Finished,0 days 00:00:04.939000,,
2023,Australian Grand Prix,Melbourne,PIA,McLaren,16.0,8.0,4.0,Finished,0 days 00:00:05.382000,,
2023,Australian Grand Prix,Melbourne,ZHO,Alfa Romeo,17.0,9.0,2.0,Finished,0 days 00:00:05.713000,,
2023,Australian Grand Prix,Melbourne,TSU,AlphaTauri,12.0,10.0,1.0,Finished,0 days 00:00:06.052000,,
2023,Australian Grand Prix,Melbourne,BOT,Alfa Romeo,19.0,11.0,0.0,Finished,0 days 00:00:06.513000,,
2023,Australian Grand Prix,Melbourne,SAI,Ferrari,5.0,12.0,0.0,Finished,0 days 00:00:06.594000,,
2023,Australian Grand Prix,Melbourne,GAS,Alpine,9.0,13.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,OCO,Alpine,11.0,14.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,DEV,AlphaTauri,15.0,15.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,SAR,Williams,18.0,16.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,MAG,Haas F1 Team,14.0,17.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,RUS,Mercedes,2.0,18.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,ALB,Williams,8.0,19.0,0.0,Retired,,,
2023,Australian Grand Prix,Melbourne,LEC,Ferrari,7.0,20.0,0.0,Retired,,,
2023,Miami Grand Prix,Miami,VER,Red Bull Racing,9.0,1.0,26.0,Finished,0 days 01:27:38.241000,,
2023,Miami Grand Prix,Miami,PER,Red Bull Racing,1.0,2.0,18.0,Finished,0 days 00:00:05.384000,,
2023,Miami Grand Prix,Miami,ALO,Aston Martin,2.0,3.0,15.0,Finished,0 days 00:00:26.305000,,
2023,Miami Grand Prix,Miami,RUS,Mercedes,6.0,4.0,12.0,Finished,0 days 00:00:33.229000,,
2023,Miami Grand Prix,Miami,SAI,Ferrari,3.0,5.0,10.0,Finished,0 days 00:00:42.511000,,
2023,Miami Grand Prix,Miami,HAM,Mercedes,13.0,6.0,8.0,Finished,0 days 00:00:51.249000,,
2023,Miami Grand Prix,Miami,LEC,Ferrari,7.0,7.0,6.0,Finished,0 days 00:00:52.988000,,
2023,Miami Grand Prix,Miami,GAS,Alpine,5.0,8.0,4.0,Finished,0 days 00:00:55.670000,,
2023,Miami Grand Prix,Miami,OCO,Alpine,8.0,9.0,2.0,Finished,0 days 00:00:58.123000,,
2023,Miami Grand Prix,Miami,MAG,Haas F1 Team,4.0,10.0,1.0,Finished,0 days 00:01:02.945000,,
2023,Miami Grand Prix,Miami,TSU,AlphaTauri,17.0,11.0,0.0,Finished,0 days 00:01:04.309000,,
2023,Miami Grand Prix,Miami,STR,Aston Martin,18.0,12.0,0.0,Finished,0 days 00:01:04.754000,,
2023,Miami Grand Prix,Miami,BOT,Alfa Romeo,10.0,13.0,0.0,Finished,0 days 00:01:11.637000,,
2023,Miami Grand Prix,Miami,ALB,Williams,11.0,14.0,0.0,Finished,0 days 00:01:12.861000,,
2023,Miami Grand Prix,Miami,HUL,Haas F1 Team,12.0,15.0,0.0,Finished,0 days 00:01:14.950000,,
2023,Miami Grand Prix,Miami,ZHO,Alfa Romeo,14.0,16.0,0.0,Finished,0 days 00:01:18.440000,,
2023,Miami Grand Prix,Miami,NOR,McLaren,16.0,17.0,0.0,Finished,0 days 00:01:27.717000,,
2023,Miami Grand Prix,Miami,DEV,AlphaTauri,15.0,18.0,0.0,Finished,0 days 00:01:28.949000,,
2023,Miami Grand Prix,Miami,PIA,McLaren,19.0,19.0,0.0,Lapped,0 days 00:00:20.510000,,
2023,Miami Grand Prix,Miami,SAR,Williams,20.0,20.0,0.0,Lapped,0 days 00:00:34.388000,,
2023,Monaco Grand Prix,Monaco,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:48:51.980000,,
2023,Monaco Grand Prix,Monaco,ALO,Aston Martin,2.0,2.0,18.0,Finished,0 days 00:00:27.921000,,
2023,Monaco Grand Prix,Monaco,OCO,Alpine,3.0,3.0,15.0,Finished,0 days 00:00:36.990000,,
2023,Monaco Grand Prix,Monaco,HAM,Mercedes,5.0,4.0,13.0,Finished,0 days 00:00:39.062000,,
2023,Monaco Grand Prix,Monaco,RUS,Mercedes,8.0,5.0,10.0,Finished,0 days 00:00:56.284000,,
2023,Monaco Grand Prix,Monaco,LEC,Ferrari,6.0,6.0,8.0,Finished,0 days 00:01:01.890000,,
2023,Monaco Grand Prix,Monaco,GAS,Alpine,7.0,7.0,6.0,Finished,0 days 00:01:02.362000,,
2023,Monaco Grand Prix,Monaco,SAI,Ferrari,4.0,8.0,4.0,Finished,0 days 00:01:03.391000,,
2023,Monaco Grand Prix,Monaco,NOR,McLaren,10.0,9.0,2.0,Lapped,0 days 00:00:04.061000,,
2023,Monaco Grand Prix,Monaco,PIA,McLaren,11.0,10.0,1.0,Lapped,0 days 00:00:13.959000,,
2023,Monaco Grand Prix,Monaco,BOT,Alfa Romeo,15.0,11.0,0.0,Lapped,0 days 00:00:28.963000,,
2023,Monaco Grand Prix,Monaco,DEV,AlphaTauri,12.0,12.0,0.0,Lapped,0 days 00:00:57.317000,,
2023,Monaco Grand Prix,Monaco,ZHO,Alfa Romeo,19.0,13.0,0.0,Lapped,0 days 00:01:11.852000,,
2023,Monaco Grand Prix,Monaco,ALB,Williams,13.0,14.0,0.0,Lapped,0 days 00:01:19.210000,,
2023,Monaco Grand Prix,Monaco,TSU,AlphaTauri,9.0,15.0,0.0,Lapped,0 days 00:00:07.545000,,
2023,Monaco Grand Prix,Monaco,PER,Red Bull Racing,20.0,16.0,0.0,Lapped,0 days 00:00:49.024000,,
2023,Monaco Grand Prix,Monaco,HUL,Haas F1 Team,18.0,17.0,0.0,Lapped,0 days 00:00:58.506000,,
2023,Monaco Grand Prix,Monaco,SAR,Williams,16.0,18.0,0.0,Lapped,0 days 00:01:17.983000,,
2023,Monaco Grand Prix,Monaco,MAG,Haas F1 Team,17.0,19.0,0.0,Retired,,,
2023,Monaco Grand Prix,Monaco,STR,Aston Martin,14.0,20.0,0.0,Retired,,,
2023,Spanish Grand Prix,Barcelona,VER,Red Bull Racing,1.0,1.0,26.0,Finished,0 days 01:27:57.940000,,
2023,Spanish Grand Prix,Barcelona,HAM,Mercedes,4.0,2.0,18.0,Finished,0 days 00:00:24.090000,,
2023,Spanish Grand Prix,Barcelona,RUS,Mercedes,12.0,3.0,15.0,Finished,0 days 00:00:32.389000,,
2023,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,11.0,4.0,12.0,Finished,0 days 00:00:35.812000,,
2023,Spanish Grand Prix,Barcelona,SAI,Ferrari,2.0,5.0,10.0,Finished,0 days 00:00:45.698000,,
2023,Spanish Grand Prix,Barcelona,STR,Aston Martin,5.0,6.0,8.0,Finished,0 days 00:01:03.320000,,
2023,Spanish Grand Prix,Barcelona,ALO,Aston Martin,8.0,7.0,6.0,Finished,0 days 00:01:04.127000,,
2023,Spanish Grand Prix,Barcelona,OCO,Alpine,6.0,8.0,4.0,Finished,0 days 00:01:09.242000,,
2023,Spanish Grand Prix,Barcelona,ZHO,Alfa Romeo,13.0,9.0,2.0,Finished,0 days 00:01:11.878000,,
2023,Spanish Grand Prix,Barcelona,GAS,Alpine,10.0,10.0,1.0,Finished,0 days 00:01:13.530000,,
2023,Spanish Grand Prix,Barcelona,LEC,Ferrari,19.0,11.0,0.0,Finished,0 days 00:01:14.419000,,
2023,Spanish Grand Prix,Barcelona,TSU,AlphaTauri,15.0,12.0,0.0,Finished,0 days 00:01:15.416000,,
2023,Spanish Grand Prix,Barcelona,PIA,McLaren,9.0,13.0,0.0,Lapped,0 days 00:00:04.275000,,
2023,Spanish Grand Prix,Barcelona,DEV,AlphaTauri,14.0,14.0,0.0,Lapped,0 days 00:00:05.327000,,
2023,Spanish Grand Prix,Barcelona,HUL,Haas F1 Team,7.0,15.0,0.0,Lapped,0 days 00:00:17.297000,,
2023,Spanish Grand Prix,Barcelona,ALB,Williams,18.0,16.0,0.0,Lapped,0 days 00:00:27.708000,,
2023,Spanish Grand Prix,Barcelona,NOR,McLaren,3.0,17.0,0.0,Lapped,0 days 00:00:30.390000,,
2023,Spanish Grand Prix,Barcelona,MAG,Haas F1 Team,17.0,18.0,0.0,Lapped,0 days 00:00:38.080000,,
2023,Spanish Grand Prix,Barcelona,BOT,Alfa Romeo,16.0,19.0,0.0,Lapped,0 days 00:00:49.943000,,
2023,Spanish Grand Prix,Barcelona,SAR,Williams,20.0,20.0,0.0,Lapped,0 days 00:00:51.677000,,
2023,Canadian Grand Prix,Montréal,VER,Red Bull Racing,1.0,1.0,25.0,Finished,0 days 01:33:58.348000,,
2023,Canadian Grand Prix,Montréal,ALO,Aston Martin,2.0,2.0,18.0,Finished,0 days 00:00:09.570000,,
2023,Canadian Grand Prix,Montréal,HAM,Mercedes,3.0,3.0,15.0,Finished,0 days 00:00:14.168000,,
2023,Canadian Grand Prix,Montréal,LEC,Ferrari,10.0,4.0,12.0,Finished,0 days 00:00:18.648000,,
2023,Canadian Grand Prix,Montréal,SAI,Ferrari,11.0,5.0,10.0,Finished,0 days 00:00:21.540000,,
2023,Canadian Grand Prix,Montréal,PER,Red Bull Racing,12.0,6.0,9.0,Finished,0 days 00:00:51.028000,,
2023,Canadian Grand Prix,Montréal,ALB,Williams,9.0,7.0,6.0,Finished,0 days 00:01:00.813000,,
2023,Canadian Grand Prix,Montréal,OCO,Alpine,6.0,8.0,4.0,Finished,0 days 00:01:01.692000,,
2023,Canadian Grand Prix,Montréal,STR,Aston Martin,16.0,9.0,2.0,Finished,0 days 00:01:04.402000,,
2023,Canadian Grand Prix,Montréal,BOT,Alfa Romeo,14.0,10.0,1.0,Finished,0 days 00:01:04.432000,,
2023,Canadian Grand Prix,Montréal,PIA,McLaren,8.0,11.0,0.0,Finished,0 days 00:01:05.101000,,
2023,Canadian Grand Prix,Montréal,GAS,Alpine,15.0,12.0,0.0,Finished,0 days 00:01:05.249000,,
2023,Canadian Grand Prix,Montréal,NOR,McLaren,7.0,13.0,0.0,Finished,0 days 00:01:08.363000,,
2023,Canadian Grand Prix,Montréal,TSU,AlphaTauri,19.0,14.0,0.0,Finished,0 days 00:01:13.423000,,
2023,Canadian Grand Prix,Montréal,HUL,Haas F1 Team,5.0,15.0,0.0,Lapped,0 days 00:00:16.943000,,
2023,Canadian Grand Prix,Montréal,ZHO,Alfa Romeo,20.0,16.0,0.0,Lapped,0 days 00:00:17.377000,,
2023,Canadian Grand Prix,Montréal,MAG,Haas F1 Team,13.0,17.0,0.0,Lapped,0 days 00:01:10.259000,,
2023,Canadian Grand Prix,Montréal,DEV,AlphaTauri,17.0,18.0,0.0,Lapped,0 days 00:01:14.967000,,
2023,Canadian Grand Prix,Montréal,RUS,Mercedes,4.0,19.0,0.0,Retired,,,
2023,Canadian Grand Prix,Montréal,SAR,Williams,18.0,20.0,0.0,Retired,,,
2023,British Grand Prix,Silverstone,VER,Red Bull Racing,1.0,1.0,26.0,Finished,0 days 01:25:16.938000,,
2023,British Grand Prix,Silverstone,NOR,McLaren,2.0,2.0,18.0,Finished,0 days 00:00:03.798000,,
2023,British Grand Prix,Silverstone,HAM,Mercedes,7.0,3.0,15.0,Finished,0 days 00:00:06.783000,,
2023,British Grand Prix,Silverstone,PIA,McLaren,3.0,4.0,12.0,Finished,0 days 00:00:07.776000,,
2023,British Grand Prix,Silverstone,RUS,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:11.206000,,
2023,British Grand Prix,Silverstone,PER,Red Bull Racing,15.0,6.0,8.0,Finished,0 days 00:00:12.882000,,
