año,carrera,circuito,piloto,equipo,posicion_final,gano,podio,puntos_obtenidos,experiencia_carreras,posicion_parrilla,promedio_posicion_ponderado,promedio_puntos_ponderado,forma_reciente_3_carreras,puntos_ultimas_3,podios_ultimas_5,consistencia_std,tasa_finalizacion,promedio_parrilla,mejora_parrilla_carrera,promedio_posicion_circuito,experiencia_circuito
2021,Saudi Arabian Grand Prix,Jeddah,NOR,McLaren,10.0,0,0,1.0,41,7.0,8.895045147283797,5.318365348153351,4.0,39.0,2,4.67857076362471,0.7560975609756098,8.317073170731707,-0.43902439024390244,10.666666666666666,3
2023,Hungarian Grand Prix,Budapest,NOR,McLaren,2.0,0,1,18.0,42,3.0,8.958163092774194,5.082718077289069,6.666666666666667,22.0,2,4.625147139574888,0.7619047619047619,8.285714285714286,-0.5,11.0,2
2024,Japanese Grand Prix,Suzuka,NOR,McLaren,5.0,0,0,10.0,43,3.0,8.587978044840288,5.776654375418472,6.333333333333333,25.0,3,4.6854549802653125,0.7674418604651163,8.162790697674419,-0.46511627906976744,8.587978044840288,0
2021,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,7.0,0,0,6.0,44,3.0,8.407244381970335,5.990986638105861,5.666666666666667,29.0,2,4.662839465562455,0.7727272727272727,8.045454545454545,-0.5,8.407244381970335,0
2022,Italian Grand Prix,Monza,NOR,McLaren,7.0,0,0,6.0,45,3.0,8.343858757982263,5.983046402620296,4.666666666666667,34.0,1,4.615301734557568,0.7777777777777778,7.933333333333334,-0.5777777777777777,8.343858757982263,0
2024,Emilia Romagna Grand Prix,Imola,NOR,McLaren,2.0,0,1,18.0,46,2.0,8.285268946215819,5.976526726634936,6.333333333333333,22.0,1,4.5691678329856025,0.782608695652174,7.826086956521739,-0.6521739130434783,3.0,1
2022,Singapore Grand Prix,Marina Bay,NOR,McLaren,4.0,0,0,12.0,47,6.0,7.986585910931292,6.5577521554027705,5.333333333333333,30.0,2,4.616965857360178,0.7872340425531915,7.702127659574468,-0.6382978723404256,7.986585910931292,0
2023,Dutch Grand Prix,Zandvoort,NOR,McLaren,7.0,0,0,6.0,48,2.0,7.807609089577747,6.804541238227147,4.333333333333333,36.0,1,4.610349135253877,0.7916666666666666,7.666666666666667,-0.5833333333333334,8.5,2
2021,Pre-Season Test,Bahrain,NOR,McLaren,8.0,0,0,4.0,49,7.0,7.783002118291849,6.750987418475324,4.333333333333333,36.0,1,4.565565436515179,0.7959183673469388,7.551020408163265,-0.673469387755102,7.783002118291849,0
2025,Australian Grand Prix,Melbourne,NOR,McLaren,1.0,1,1,25.0,50,1.0,7.805519051352132,6.6107220676820235,6.333333333333333,22.0,1,4.518849411078001,0.8,7.54,-0.68,4.666666666666667,3
2024,Monaco Grand Prix,Monaco,NOR,McLaren,4.0,0,0,12.0,51,4.0,7.510081000037087,7.428649122002554,5.333333333333333,35.0,2,4.586253971401505,0.803921568627451,7.411764705882353,-0.6666666666666666,7.5,2
2021,British Grand Prix,Silverstone,NOR,McLaren,4.0,0,0,12.0,52,5.0,7.369088259013683,7.610383327404758,4.333333333333333,41.0,1,4.576153020888641,0.8076923076923077,7.346153846153846,-0.6538461538461539,4.0,2
2023,Italian Grand Prix,Monza,NOR,McLaren,8.0,0,0,4.0,53,9.0,7.237853289551733,7.7796938702830065,3.0,49.0,1,4.565123035681992,0.8113207547169812,7.30188679245283,-0.6226415094339622,7.0,1
2022,Japanese Grand Prix,Suzuka,NOR,McLaren,10.0,0,0,1.0,54,10.0,7.285786744560294,7.597076850226768,5.333333333333333,28.0,1,4.521862414152239,0.8148148148148148,7.333333333333333,-0.5925925925925926,5.0,1
2024,Canadian Grand Prix,Montréal,NOR,McLaren,2.0,0,1,18.0,55,3.0,7.413135384097741,7.303250036137114,7.333333333333333,17.0,1,4.488518836632117,0.8181818181818182,7.381818181818182,-0.5818181818181818,14.0,2
2023,Singapore Grand Prix,Marina Bay,NOR,McLaren,2.0,0,1,18.0,56,4.0,7.202272552383401,7.729241813967474,6.666666666666667,23.0,1,4.518360810690578,0.8214285714285714,7.303571428571429,-0.5535714285714286,4.0,1
2025,Japanese Grand Prix,Suzuka,NOR,McLaren,2.0,0,1,18.0,57,2.0,7.005511079612472,8.126316712342437,4.666666666666667,37.0,2,4.544544224178458,0.8245614035087719,7.245614035087719,-0.5087719298245614,7.5,2
2021,Italian Grand Prix,Monza,NOR,McLaren,2.0,0,1,18.0,58,3.0,6.8215716521564715,8.497127641657505,2.0,54.0,3,4.567435167010003,0.8275862068965517,7.155172413793103,-0.5,7.5,2
2022,United States Grand Prix,Austin,NOR,McLaren,6.0,0,0,8.0,59,6.0,6.64931849551884,8.84402721943366,2.0,54.0,4,4.587355884951133,0.8305084745762712,7.084745762711864,-0.4745762711864407,8.0,1
2024,Spanish Grand Prix,Barcelona,NOR,McLaren,2.0,0,1,19.0,60,1.0,6.641128074573622,8.785638576540347,3.3333333333333335,44.0,4,4.55276658920916,0.8333333333333334,7.066666666666666,-0.4666666666666667,11.0,3
2023,Japanese Grand Prix,Suzuka,NOR,McLaren,2.0,0,1,18.0,61,3.0,6.481874514450009,9.147107044621821,3.3333333333333335,45.0,4,4.569918271201848,0.8360655737704918,6.967213114754099,-0.47540983606557374,5.666666666666667,3
2025,Bahrain Grand Prix,Sakhir,NOR,McLaren,3.0,0,1,15.0,62,6.0,6.332135887551903,9.449390146391005,3.3333333333333335,45.0,4,4.58471006357017,0.8387096774193549,6.903225806451613,-0.45161290322580644,10.5,4
2022,Mexico City Grand Prix,Mexico City,NOR,McLaren,9.0,0,0,2.0,63,8.0,6.227665064956516,9.62417873017145,2.3333333333333335,52.0,4,4.580564028618801,0.8412698412698413,6.888888888888889,-0.3968253968253968,10.0,1
2021,São Paulo Grand Prix,São Paulo,NOR,McLaren,10.0,0,0,1.0,64,5.0,6.344747734412162,9.321779282135006,4.666666666666667,35.0,3,4.549114687985393,0.828125,6.90625,-0.40625,6.344747734412162,0
2024,British Grand Prix,Silverstone,NOR,McLaren,3.0,0,1,15.0,65,3.0,6.489437971913101,9.003504045803012,7.333333333333333,18.0,3,4.525727735785875,0.8153846153846154,6.876923076923077,-0.47692307692307695,4.0,3
2025,Saudi Arabian Grand Prix,Jeddah,NOR,McLaren,4.0,0,0,12.0,66,10.0,6.380735004804095,9.193507910265026,7.333333333333333,18.0,3,4.522644398392643,0.8181818181818182,6.818181818181818,-0.4696969696969697,10.5,4
2023,Mexico City Grand Prix,Mexico City,NOR,McLaren,5.0,0,0,10.0,67,17.0,6.312356188914025,9.269888589704749,5.666666666666667,28.0,2,4.5061895218950285,0.8208955223880597,6.865671641791045,-0.373134328358209,9.5,2
2022,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,6.0,0,0,9.0,68,7.0,6.281346659907125,9.2748191616547,4.0,37.0,1,4.480667672559831,0.8235294117647058,7.014705882352941,-0.19117647058823528,7.0,1
2024,Hungarian Grand Prix,Budapest,NOR,McLaren,2.0,0,1,18.0,69,1.0,6.285023458175624,9.24678752739436,5.0,31.0,1,4.4499681503118005,0.8260869565217391,7.0144927536231885,-0.17391304347826086,8.0,3
2025,Emilia Romagna Grand Prix,Imola,NOR,McLaren,2.0,0,1,18.0,70,4.0,6.156475820316686,9.51702849456089,4.333333333333333,37.0,2,4.460918398789931,0.8285714285714286,6.928571428571429,-0.18571428571428572,2.5,2
2022,Pre-Season Track Session,Spain,NOR,McLaren,6.0,0,0,8.0,71,6.0,6.034695934429409,9.7727691495668,3.3333333333333335,45.0,2,4.470335940454938,0.8309859154929577,6.887323943661972,-0.15492957746478872,6.034695934429409,0
2023,Las Vegas Grand Prix,Las Vegas,NOR,McLaren,20.0,0,0,0.0,72,15.0,6.047131790131207,9.695229244582016,3.3333333333333335,44.0,2,4.440442251233707,0.8333333333333334,6.875,-0.1527777777777778,6.047131790131207,0
2025,Monaco Grand Prix,Monaco,NOR,McLaren,1.0,1,1,25.0,73,1.0,6.500127756546989,9.370200539593245,9.333333333333334,26.0,2,4.663567137662819,0.821917808219178,6.986301369863014,-0.2191780821917808,6.333333333333333,3
2024,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,5.0,0,0,10.0,74,4.0,6.337103181771569,9.841285927614198,9.0,33.0,3,4.687356069615548,0.8243243243243243,6.905405405405405,-0.21621621621621623,13.0,2
2023,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,5.0,0,0,10.0,75,5.0,6.305315828373961,9.827269810148525,8.666666666666666,35.0,2,4.662018276928396,0.8266666666666667,6.866666666666666,-0.22666666666666666,6.5,2
2022,Pre-Season Test,Bahrain,NOR,McLaren,6.0,0,0,8.0,76,6.0,6.274924100237212,9.81456869398944,3.6666666666666665,45.0,1,4.637055175621096,0.8289473684210527,6.842105263157895,-0.2236842105263158,8.0,1
2024,Dutch Grand Prix,Zandvoort,NOR,McLaren,1.0,1,1,26.0,77,1.0,6.275757165330633,9.74322955812055,5.333333333333333,28.0,1,4.608048176534822,0.8311688311688312,6.8311688311688314,-0.22077922077922077,8.0,3
2025,Spanish Grand Prix,Barcelona,NOR,McLaren,2.0,0,1,18.0,78,2.0,6.128627089107781,10.20763279203376,4.0,44.0,2,4.629028562010114,0.8333333333333334,6.756410256410256,-0.21794871794871795,8.75,4
2023,Pre-Season Testing,Sakhir,NOR,McLaren,2.0,0,1,18.0,79,2.0,6.017811669066427,10.415870664328617,3.0,52.0,2,4.633185406468298,0.8354430379746836,6.69620253164557,-0.21518987341772153,9.0,5
2022,Emilia Romagna Grand Prix,Imola,NOR,McLaren,3.0,0,1,15.0,80,5.0,5.91222707105672,10.614339625383208,1.6666666666666667,62.0,3,4.636399738120686,0.8375,6.6375,-0.2125,2.3333333333333335,3
2024,Italian Grand Prix,Monza,NOR,McLaren,3.0,0,1,16.0,81,1.0,5.839978363829228,10.718335705760408,2.3333333333333335,51.0,4,4.627147482754412,0.8395061728395061,6.617283950617284,-0.18518518518518517,5.666666666666667,3
2022,Austrian Grand Prix,Spielberg,NOR,McLaren,7.0,0,0,6.0,82,10.0,5.770932561162214,10.846000024204217,2.6666666666666665,49.0,5,4.617628528252598,0.8414634146341463,6.548780487804878,-0.2073170731707317,4.0,2
2023,Azerbaijan Grand Prix,Baku,NOR,McLaren,9.0,0,0,2.0,83,7.0,5.815939989807651,10.69053464486677,4.333333333333333,37.0,4,4.589463971691915,0.8313253012048193,6.590361445783133,-0.1686746987951807,7.0,2
2025,Canadian Grand Prix,Montréal,NOR,McLaren,18.0,0,0,0.0,84,7.0,5.9133903102796,10.4332737155973,6.333333333333333,24.0,3,4.568280973179512,0.8333333333333334,6.595238095238095,-0.19047619047619047,10.0,3
2025,Austrian Grand Prix,Spielberg,NOR,McLaren,1.0,1,1,25.0,85,1.0,6.250023778605726,10.1343154254376,11.333333333333334,8.0,2,4.701093501733912,0.8235294117647058,6.6,-0.3176470588235294,5.0,3
2024,Azerbaijan Grand Prix,Baku,NOR,McLaren,4.0,0,0,13.0,86,15.0,6.115345714239436,10.519495554787166,9.333333333333334,27.0,2,4.716722296282264,0.8255813953488372,6.534883720930233,-0.313953488372093,7.666666666666667,3
2023,Austrian Grand Prix,Spielberg,NOR,McLaren,4.0,0,0,12.0,87,4.0,6.0661556878083065,10.569534854205441,7.666666666666667,38.0,1,4.69915562833932,0.8275862068965517,6.632183908045977,-0.1839080459770115,4.0,4
2022,São Paulo Grand Prix,São Paulo,NOR,McLaren,18.0,0,0,0.0,88,6.0,6.0190301916867694,10.59152046463361,3.0,50.0,1,4.6817053176482295,0.8295454545454546,6.6022727272727275,-0.18181818181818182,10.0,1
2024,Singapore Grand Prix,Marina Bay,NOR,McLaren,1.0,1,1,25.0,89,1.0,6.3364060490573015,10.302145575066175,8.666666666666666,25.0,1,4.804449759049612,0.8202247191011236,6.595505617977528,-0.3146067415730337,3.0,2
2025,British Grand Prix,Silverstone,NOR,McLaren,1.0,1,1,25.0,90,3.0,6.204243979096605,10.666161611716134,7.666666666666667,37.0,2,4.817829972399018,0.8222222222222222,6.533333333333333,-0.3111111111111111,3.75,4
2023,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,7.0,0,0,6.0,91,7.0,6.077769525840933,11.01457366958258,6.666666666666667,50.0,2,4.830003905685556,0.8241758241758241,6.4945054945054945,-0.2857142857142857,10.333333333333334,3
2025,Hungarian Grand Prix,Budapest,NOR,McLaren,1.0,1,1,25.0,92,3.0,6.106980728165427,10.87224155700087,3.0,56.0,2,4.803446763755298,0.8260869565217391,6.5,-0.2826086956521739,6.5,4
2024,Mexico City Grand Prix,Mexico City,NOR,McLaren,2.0,0,1,18.0,93,3.0,5.986093117527752,11.207347451184003,3.0,56.0,3,4.814754477910784,0.8279569892473119,6.462365591397849,-0.25806451612903225,8.0,3
2023,Qatar Grand Prix,Lusail,NOR,McLaren,3.0,0,1,15.0,94,10.0,5.894720773917297,11.356978970999215,3.3333333333333335,49.0,4,4.8134853084286995,0.8297872340425532,6.425531914893617,-0.24468085106382978,9.0,1
2023,United States Grand Prix,Austin,NOR,McLaren,2.0,0,1,18.0,95,2.0,5.831298703220154,11.427960470819722,2.0,58.0,4,4.8025982143067845,0.8315789473684211,6.463157894736842,-0.16842105263157894,7.0,2
2024,Las Vegas Grand Prix,Las Vegas,NOR,McLaren,6.0,0,0,9.0,96,6.0,5.7463366965228575,11.568466092568945,2.3333333333333335,51.0,4,4.80058475970248,0.8333333333333334,6.416666666666667,-0.16666666666666666,20.0,1
2025,Dutch Grand Prix,Zandvoort,NOR,McLaren,18.0,0,0,0.0,97,2.0,5.759772223072178,11.489712458668135,3.6666666666666665,42.0,4,4.775883538559453,0.8350515463917526,6.412371134020619,-0.16494845360824742,6.25,4
2024,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,1.0,1,1,25.0,98,1.0,6.05481601270216,11.202829362217733,8.666666666666666,27.0,3,4.889307001398443,0.826530612244898,6.36734693877551,-0.32653061224489793,6.0,3
2025,Italian Grand Prix,Monza,NOR,McLaren,2.0,0,1,18.0,99,2.0,5.941942629559113,11.510077479326668,8.333333333333334,34.0,3,4.89784322682776,0.8282828282828283,6.313131313131313,-0.32323232323232326,5.0,4
2023,São Paulo Grand Prix,São Paulo,NOR,McLaren,2.0,0,1,19.0,100,6.0,5.856522965813876,11.644018744114076,7.0,43.0,3,4.895050066293004,0.83,6.27,-0.32,14.0,2
2024,Pre-Season Testing,Sakhir,NOR,McLaren,1.0,1,1,25.0,101,1.0,5.774357798572886,11.795866877118225,1.6666666666666667,62.0,3,4.891880522815837,0.8316831683168316,6.267326732673268,-0.27722772277227725,7.833333333333333,6
2025,Azerbaijan Grand Prix,Baku,NOR,McLaren,7.0,0,0,6.0,102,7.0,5.6726698648255445,12.077793502652378,1.6666666666666667,62.0,4,4.898464293676143,0.8333333333333334,6.215686274509804,-0.27450980392156865,6.75,4
2024,Chinese Grand Prix,Shanghai,NOR,McLaren,2.0,0,1,18.0,103,4.0,5.709106203848737,11.923836124926739,3.3333333333333335,50.0,4,4.87465189588289,0.8349514563106796,6.223300970873787,-0.27184466019417475,5.709106203848737,0
2025,Singapore Grand Prix,Marina Bay,NOR,McLaren,3.0,0,1,15.0,104,5.0,5.633144461072709,12.042239126423413,3.3333333333333335,49.0,4,4.870915879851396,0.8365384615384616,6.201923076923077,-0.25,2.3333333333333335,3
2025,Mexico City Grand Prix,Mexico City,NOR,McLaren,1.0,1,1,25.0,105,1.0,5.581894950432802,12.090621968284193,4.0,39.0,4,4.859132861033145,0.8380952380952381,6.190476190476191,-0.22857142857142856,6.5,4
2024,Miami Grand Prix,Miami,NOR,McLaren,1.0,1,1,25.0,106,5.0,5.4889216213051135,12.355106110876376,2.0,58.0,4,4.864498156856398,0.839622641509434,6.1415094339622645,-0.22641509433962265,18.0,2
2025,Pre-Season Testing,Sakhir,NOR,McLaren,3.0,0,1,15.0,107,5.0,5.399266701778921,12.610108984283924,1.6666666666666667,65.0,4,4.869229784587651,0.8411214953271028,6.130841121495327,-0.18691588785046728,6.857142857142857,7
2024,Austrian Grand Prix,Spielberg,NOR,McLaren,20.0,0,0,0.0,108,2.0,5.355476103362976,12.642552676594349,1.6666666666666667,65.0,5,4.856926696296216,0.8425925925925926,6.12037037037037,-0.16666666666666666,4.0,5
2025,Chinese Grand Prix,Shanghai,NOR,McLaren,2.0,0,1,18.0,109,3.0,5.672835412698205,12.356822176325347,8.0,40.0,4,5.009640722636172,0.8348623853211009,6.08256880733945,-0.3302752293577982,2.0,1
2024,United States Grand Prix,Austin,NOR,McLaren,4.0,0,0,12.0,110,1.0,5.601158719102164,12.459214462662022,8.333333333333334,33.0,4,5.0043267351089735,0.8363636363636363,6.054545454545455,-0.3181818181818182,5.333333333333333,3
2025,Miami Grand Prix,Miami Gardens,NOR,McLaren,2.0,0,1,18.0,111,2.0,5.573511791740499,12.433584839852474,8.666666666666666,30.0,3,4.9866159934708305,0.8378378378378378,6.009009009009009,-0.34234234234234234,5.573511791740499,0
2024,São Paulo Grand Prix,São Paulo,NOR,McLaren,6.0,0,0,8.0,112,1.0,5.505555604501129,12.532750332394041,2.6666666666666665,48.0,3,4.981101672709951,0.8392857142857143,5.973214285714286,-0.3392857142857143,10.0,3
2025,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,2.0,0,1,18.0,113,1.0,5.521537246389788,12.42460635512968,4.0,38.0,2,4.958901891003872,0.8407079646017699,5.929203539823009,-0.3805309734513274,9.5,4
2024,Qatar Grand Prix,Lusail,NOR,McLaren,10.0,0,0,2.0,114,3.0,5.455918103331051,12.522876200235181,3.3333333333333335,44.0,3,4.953384625856243,0.8421052631578947,5.885964912280702,-0.38596491228070173,6.0,2
2025,United States Grand Prix,Austin,NOR,McLaren,2.0,0,1,18.0,115,2.0,5.552932694092408,12.297090719186778,6.0,28.0,2,4.9438494715407755,0.8434782608695652,5.860869565217391,-0.4434782608695652,5.0,4
2025,São Paulo Grand Prix,São Paulo,NOR,McLaren,1.0,1,1,25.0,116,1.0,5.487427846828377,12.397496831465395,4.666666666666667,38.0,3,4.938504893660393,0.8448275862068966,5.827586206896552,-0.4396551724137931,9.0,4
2021,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,5.0,0,0,10.0,3,8.0,5.803129870553964,8.883197201001668,6.666666666666667,22.0,0,3.7859388972001824,1.0,2.0,-4.666666666666667,5.803129870553964,0
2021,Monaco Grand Prix,Monte Carlo,PER,Red Bull Racing,4.0,0,0,12.0,4,9.0,5.558561961139573,9.158554903739939,6.666666666666667,22.0,0,3.2015621187164243,1.0,3.5,-2.75,5.558561961139573,0
2021,Azerbaijan Grand Prix,Baku,PER,Red Bull Racing,1.0,1,1,25.0,5,6.0,4.987526775548595,10.21623840247193,4.333333333333333,34.0,0,2.9495762407505253,1.0,4.6,-1.2,4.987526775548595,0
2022,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,18.0,0,0,0.0,6,4.0,3.636681338172607,15.41104328558566,3.3333333333333335,47.0,1,3.286335345030997,1.0,4.833333333333333,-0.16666666666666666,5.0,1
2021,French Grand Prix,Le Castellet,PER,Red Bull Racing,3.0,0,1,15.0,7,4.0,8.292941963063917,10.129720457124634,7.666666666666667,37.0,1,5.756983337031395,0.8571428571428571,4.714285714285714,-2.142857142857143,8.292941963063917,0
2022,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,4.0,0,0,12.0,8,1.0,6.639721861870306,11.516957383008824,7.333333333333333,40.0,2,5.50162313711664,0.875,4.625,-1.75,6.639721861870306,0
2022,Australian Grand Prix,Melbourne,PER,Red Bull Racing,2.0,0,1,18.0,9,3.0,5.961710077390681,11.572198250856376,8.333333333333334,27.0,2,5.2068331172711035,0.8888888888888888,4.222222222222222,-1.8888888888888888,5.961710077390681,0
2021,Styrian Grand Prix,Spielberg,PER,Red Bull Racing,4.0,0,0,12.0,10,4.0,5.094016128430483,12.956714652436913,3.0,45.0,3,5.078276172963508,0.9,4.1,-1.6,5.094016128430483,0
2022,Miami Grand Prix,Miami,PER,Red Bull Racing,4.0,0,0,12.0,11,4.0,4.925454651415721,12.652721123788696,3.3333333333333335,42.0,2,4.844866073765845,0.9090909090909091,4.090909090909091,-1.4545454545454546,4.925454651415721,0
2021,Austrian Grand Prix,Spielberg,PER,Red Bull Racing,6.0,0,0,8.0,12,3.0,4.799095044318702,12.462326443042555,3.3333333333333335,42.0,2,4.640892025018335,0.9166666666666666,4.083333333333333,-1.3333333333333333,4.0,1
2022,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,2.0,0,1,19.0,13,5.0,5.048270363175846,11.643040544106862,4.666666666666667,32.0,1,4.44626031280567,0.9230769230769231,4.0,-1.4615384615384615,5.0,1
2021,Hungarian Grand Prix,Budapest,PER,Red Bull Racing,17.0,0,0,0.0,14,4.0,4.578212654492535,12.8259035879965,4.0,39.0,2,4.370857536501917,0.9285714285714286,4.071428571428571,-1.1428571428571428,4.578212654492535,0
2022,Monaco Grand Prix,Monaco,PER,Red Bull Racing,1.0,1,1,25.0,15,3.0,6.487474986304182,10.840310733588124,8.333333333333334,27.0,1,5.196152422706632,0.8666666666666667,4.066666666666666,-1.9333333333333333,6.487474986304182,0
2023,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,2.0,0,1,18.0,16,2.0,5.669275292929289,12.876332097232627,6.666666666666667,44.0,2,5.173248495867949,0.875,4.0,-1.6875,11.5,2
2021,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,19.0,0,0,0.0,17,0.0,5.176316738481326,13.512009744003667,6.666666666666667,43.0,3,5.088192791389979,0.8823529411764706,3.8823529411764706,-1.588235294117647,5.176316738481326,0
2023,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,1.0,1,1,25.0,18,1.0,6.934474246747407,11.74643176498137,7.333333333333333,43.0,3,5.876729338026237,0.8888888888888888,3.6666666666666665,-2.5555555555555554,4.0,1
2022,Azerbaijan Grand Prix,Baku,PER,Red Bull Racing,2.0,0,1,19.0,19,2.0,6.180214247892496,13.337772336927372,7.333333333333333,43.0,3,5.8354632702937455,0.8947368421052632,3.526315789473684,-2.4210526315789473,1.0,1
2021,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,8.0,0,0,4.0,20,0.0,5.691434614641495,13.937042509873358,7.333333333333333,44.0,4,5.747997362926546,0.9,3.45,-2.3,5.691434614641495,0
2023,Australian Grand Prix,Melbourne,PER,Red Bull Racing,5.0,0,0,11.0,21,20.0,5.945005442382325,12.803868949276891,3.6666666666666665,48.0,3,5.623928469368313,0.8571428571428571,3.2857142857142856,-2.5714285714285716,2.0,1
2021,Russian Grand Prix,Sochi,PER,Red Bull Racing,9.0,0,0,2.0,22,8.0,5.842634460656259,12.60125716690529,5.0,34.0,2,5.491433706769495,0.8636363636363636,4.045454545454546,-1.7727272727272727,5.842634460656259,0
2022,Canadian Grand Prix,Montréal,PER,Red Bull Racing,20.0,0,0,0.0,23,13.0,6.154617234422304,11.541329410428311,7.333333333333333,17.0,2,5.40604258609639,0.8695652173913043,4.217391304347826,-1.7391304347826086,6.154617234422304,0
2022,British Grand Prix,Silverstone,PER,Red Bull Racing,2.0,0,1,18.0,24,4.0,7.461987560051801,10.463124281395457,11.333333333333334,13.0,1,6.0143246877164325,0.8333333333333334,4.583333333333333,-1.9583333333333333,7.461987560051801,0
2023,Miami Grand Prix,Miami,PER,Red Bull Racing,2.0,0,1,18.0,25,1.0,6.922797905369012,11.194010498026989,10.333333333333334,20.0,1,5.957348403442592,0.84,4.56,-1.8,4.0,1
2021,Turkish Grand Prix,Istanbul,PER,Red Bull Racing,3.0,0,1,15.0,26,6.0,6.468475051847449,11.810536797599143,8.0,36.0,2,5.8992828768875345,0.8461538461538461,4.423076923076923,-1.7692307692307692,6.468475051847449,0
2021,United States Grand Prix,Austin,PER,Red Bull Racing,3.0,0,1,15.0,27,3.0,6.16639674364998,12.081983312518952,2.3333333333333335,51.0,3,5.817255009061906,0.8518518518518519,4.481481481481482,-1.5925925925925926,6.16639674364998,0
2022,French Grand Prix,Le Castellet,PER,Red Bull Racing,4.0,0,0,12.0,28,3.0,5.907031469909305,12.315294267979164,2.6666666666666665,48.0,4,5.737996442540129,0.8571428571428571,4.428571428571429,-1.5357142857142858,3.0,1
2023,Monaco Grand Prix,Monaco,PER,Red Bull Racing,16.0,0,0,0.0,29,20.0,5.7613670950943465,12.280872955254333,3.3333333333333335,42.0,4,5.646394725753308,0.8620689655172413,4.379310344827586,-1.5172413793103448,1.0,1
2024,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,2.0,0,1,18.0,30,5.0,6.549417569897164,11.33635700558494,7.666666666666667,27.0,3,5.84679890805767,0.8333333333333334,4.9,-1.3333333333333333,8.333333333333334,3
2021,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,3.0,0,1,15.0,31,4.0,6.203448583525314,11.840789027144616,7.333333333333333,30.0,3,5.798590855887186,0.8387096774193549,4.903225806451613,-1.1935483870967742,6.203448583525314,0
2023,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,4.0,0,0,12.0,32,11.0,5.9721499397063775,12.067623754165837,7.0,33.0,3,5.730506930230462,0.84375,4.875,-1.125,3.5,2
2022,Hungarian Grand Prix,Budapest,PER,Red Bull Racing,5.0,0,0,10.0,33,11.0,5.8378119504881125,12.059131595254474,3.0,45.0,2,5.650992136006926,0.8484848484848485,5.0606060606060606,-0.8787878787878788,17.0,1
2022,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,2.0,0,1,18.0,34,2.0,5.786075162138477,11.917064753093472,4.0,37.0,2,5.5670439741056175,0.8529411764705882,5.235294117647059,-0.6764705882352942,19.0,1
2024,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,2.0,0,1,18.0,35,3.0,5.543262160387398,12.314966462004252,3.6666666666666665,40.0,3,5.52427796719386,0.8571428571428571,5.142857142857143,-0.6571428571428571,2.5,2
2021,Qatar Grand Prix,Lusail,PER,Red Bull Racing,4.0,0,0,12.0,36,11.0,5.326501165292096,12.669430448059813,3.0,46.0,3,5.4814984627221595,0.8611111111111112,5.083333333333333,-0.6111111111111112,5.326501165292096,0
2023,Canadian Grand Prix,Montréal,PER,Red Bull Racing,6.0,0,0,9.0,37,12.0,5.25602164072674,12.614904308665315,2.6666666666666665,48.0,2,5.41200423039282,0.8648648648648649,5.243243243243243,-0.40540540540540543,20.0,1
2022,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,5.0,0,0,10.0,38,5.0,5.312697586536381,12.385806689002571,4.0,39.0,2,5.3386723513535355,0.868421052631579,5.421052631578948,-0.23684210526315788,8.0,1
2024,Australian Grand Prix,Melbourne,PER,Red Bull Racing,5.0,0,0,10.0,39,6.0,5.304025686266946,12.239305531808458,5.0,31.0,2,5.269011589558725,0.8717948717948718,5.410256410256411,-0.23076923076923078,3.5,2
2023,British Grand Prix,Silverstone,PER,Red Bull Racing,6.0,0,0,8.0,40,15.0,5.295572748939801,12.10753667926683,5.333333333333333,29.0,1,5.202008980759014,0.875,5.425,-0.2,2.0,1
2021,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,17.0,0,0,0.0,41,5.0,5.343348962080525,11.876588925949623,5.333333333333333,28.0,0,5.136906158189848,0.8780487804878049,5.658536585365853,0.024390243902439025,2.3333333333333335,3
2024,Japanese Grand Prix,Suzuka,PER,Red Bull Racing,2.0,0,1,18.0,42,2.0,5.987348658406362,11.230032921169405,9.333333333333334,18.0,0,5.36842404912245,0.8571428571428571,5.642857142857143,-0.2619047619047619,5.987348658406362,0
