año,carrera,circuito,piloto,equipo,posicion_final,gano,podio,puntos_obtenidos,experiencia_carreras,posicion_parrilla,promedio_posicion_ponderado,promedio_puntos_ponderado,forma_reciente_3_carreras,puntos_ultimas_3,podios_ultimas_5,consistencia_std,tasa_finalizacion,promedio_parrilla,mejora_parrilla_carrera,promedio_posicion_circuito,experiencia_circuito
2021,São Paulo Grand Prix,São Paulo,STR,Aston Martin,20.0,0,0,0.0,64,14.0,12.629202483547044,1.5677722218465784,16.666666666666668,0.0,0,4.244715435336523,0.546875,13.40625,1.234375,12.629202483547044,0
2024,British Grand Prix,Silverstone,STR,Aston Martin,7.0,0,0,6.0,65,8.0,12.881583590323523,1.5134819677721243,18.333333333333332,0.0,0,4.321903070852718,0.5384615384615384,13.415384615384616,1.123076923076923,11.0,3
2022,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,8.0,0,0,4.0,66,14.0,12.665785573619086,1.6716458950240187,15.0,6.0,0,4.337724151654968,0.5454545454545454,13.333333333333334,1.121212121212121,13.0,1
2025,Saudi Arabian Grand Prix,Jeddah,STR,Aston Martin,16.0,0,0,0.0,67,16.0,12.49755287917546,1.7516543731143563,11.666666666666666,10.0,0,4.335385521088424,0.5522388059701493,13.343283582089553,1.1940298507462686,15.75,4
2023,Mexico City Grand Prix,Mexico City,STR,Aston Martin,17.0,0,0,0.0,68,0.0,12.610297842260271,1.6915608889163576,10.333333333333334,10.0,0,4.3281750438069375,0.5441176470588235,13.382352941176471,1.1764705882352942,14.5,2
2023,Las Vegas Grand Prix,Las Vegas,STR,Aston Martin,5.0,0,0,10.0,69,19.0,12.750167033391303,1.6349373756322194,13.666666666666666,4.0,0,4.334824977710493,0.5362318840579711,13.18840579710145,0.9130434782608695,12.750167033391303,0
2024,Hungarian Grand Prix,Budapest,STR,Aston Martin,10.0,0,0,1.0,70,8.0,12.4876455170139,1.91045405769794,12.666666666666666,10.0,0,4.390277230596113,0.5428571428571428,13.271428571428572,1.1,13.333333333333334,3
2022,Pre-Season Track Session,Spain,STR,Aston Martin,11.0,0,0,0.0,71,20.0,12.40222704288379,1.8786726653358874,10.666666666666666,11.0,0,4.366416558388378,0.5492957746478874,13.19718309859155,1.056338028169014,12.40222704288379,0
2025,Emilia Romagna Grand Prix,Imola,STR,Aston Martin,15.0,0,0,0.0,72,8.0,12.353663170022994,1.816734275923293,8.666666666666666,11.0,0,4.3376423140999565,0.5555555555555556,13.291666666666666,1.1666666666666667,8.5,2
2023,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,10.0,0,0,1.0,73,13.0,12.434054156786654,1.7582197545573948,12.0,1.0,0,4.320537835058325,0.5616438356164384,13.219178082191782,1.0547945205479452,10.5,2
2024,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,11.0,0,0,0.0,74,15.0,12.354619792447599,1.7339983688134595,12.0,1.0,0,4.29821346870816,0.5675675675675675,13.216216216216216,1.0810810810810811,15.5,2
2025,Monaco Grand Prix,Monaco,STR,Aston Martin,15.0,0,0,0.0,75,19.0,12.310215001216115,1.6803596045996776,12.0,1.0,0,4.271084424611876,0.5733333333333334,13.24,1.12,16.0,3
2022,Pre-Season Test,Bahrain,STR,Aston Martin,18.0,0,0,0.0,76,5.0,12.389444712620186,1.6295234315837148,12.0,1.0,0,4.255357819906406,0.5657894736842105,13.31578947368421,1.1578947368421053,12.0,1
2022,Emilia Romagna Grand Prix,Imola,STR,Aston Martin,10.0,0,0,1.0,77,15.0,12.554407759554822,1.5812922703400143,14.666666666666666,0.0,0,4.27937558128367,0.5584415584415584,13.207792207792208,0.974025974025974,10.666666666666666,3
2024,Dutch Grand Prix,Zandvoort,STR,Aston Martin,13.0,0,0,0.0,78,8.0,12.474796054058416,1.5650198750474704,14.333333333333334,1.0,0,4.259013282345353,0.5512820512820513,13.23076923076923,1.0256410256410255,11.0,3
2023,Pre-Season Testing,Sakhir,STR,Aston Martin,14.0,0,0,0.0,79,12.0,12.486798154148378,1.520362480090122,13.666666666666666,1.0,0,4.232568735946472,0.5443037974683544,13.164556962025317,0.9493670886075949,11.0,5
2023,Azerbaijan Grand Prix,Baku,STR,Aston Martin,7.0,0,0,6.0,80,9.0,12.52710244269291,1.477877603329401,12.333333333333334,1.0,0,4.210426329175909,0.55,13.15,0.9125,17.5,2
2022,Austrian Grand Prix,Spielberg,STR,Aston Martin,13.0,0,0,0.0,81,12.0,12.366416180842958,1.6080895374671864,11.333333333333334,6.0,0,4.224305041828744,0.5555555555555556,13.098765432098766,0.9259259259259259,10.5,2
2025,Canadian Grand Prix,Montréal,STR,Aston Martin,17.0,0,0,0.0,82,17.0,12.382200731481966,1.5633464480233001,11.333333333333334,6.0,0,4.199141737059286,0.5487804878048781,13.085365853658537,0.9024390243902439,8.666666666666666,3
2024,Italian Grand Prix,Monza,STR,Aston Martin,19.0,0,0,0.0,83,17.0,12.5083281491417,1.5207230125876525,12.333333333333334,6.0,0,4.206818975059605,0.5421686746987951,13.132530120481928,0.891566265060241,13.666666666666666,3
2023,Austrian Grand Prix,Spielberg,STR,Aston Martin,9.0,0,0,2.0,84,6.0,12.683413581686088,1.4800831339131606,16.333333333333332,0.0,0,4.2459355881752225,0.5357142857142857,13.178571428571429,0.8571428571428571,11.333333333333334,3
2022,São Paulo Grand Prix,São Paulo,STR,Aston Martin,10.0,0,0,1.0,85,15.0,12.579295208267858,1.4955236815700883,15.0,2.0,0,4.235934047515608,0.5411764705882353,13.094117647058823,0.8117647058823529,20.0,1
2025,Austrian Grand Prix,Spielberg,STR,Aston Martin,14.0,0,0,0.0,86,16.0,12.50690200177544,1.48340744979849,12.666666666666666,3.0,0,4.218129070938575,0.5465116279069767,13.116279069767442,0.8604651162790697,10.75,4
2024,Azerbaijan Grand Prix,Baku,STR,Aston Martin,19.0,0,0,0.0,87,13.0,12.543861121184033,1.4453139141168827,11.0,3.0,0,4.197700519948084,0.5402298850574713,13.149425287356323,0.8735632183908046,14.0,3
2025,British Grand Prix,Silverstone,STR,Aston Martin,7.0,0,0,6.0,88,17.0,12.71016933643263,1.4088985563811895,14.333333333333334,1.0,0,4.2346131816646615,0.5340909090909091,13.147727272727273,0.7954545454545454,10.0,4
2023,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,9.0,0,0,2.0,89,10.0,12.558365572726057,1.5294426017307476,13.333333333333334,6.0,0,4.248535167857621,0.5393258426966292,13.191011235955056,0.898876404494382,14.0,3
2024,Singapore Grand Prix,Marina Bay,STR,Aston Martin,14.0,0,0,0.0,90,17.0,12.46458587004668,1.5421748737523076,11.666666666666666,8.0,0,4.238828307236236,0.5444444444444444,13.155555555555555,0.9,13.0,2
2025,Hungarian Grand Prix,Budapest,STR,Aston Martin,7.0,0,0,6.0,91,6.0,12.501612281477303,1.5036706591815665,10.0,8.0,0,4.219178261399392,0.5384615384615384,13.197802197802197,0.9230769230769231,12.5,4
2024,Mexico City Grand Prix,Mexico City,STR,Aston Martin,11.0,0,0,0.0,92,14.0,12.36169232179988,1.6171440715573433,10.0,8.0,0,4.231815880611547,0.5434782608695652,13.119565217391305,0.9021739130434783,15.333333333333334,3
2023,Qatar Grand Prix,Lusail,STR,Aston Martin,11.0,0,0,0.0,93,16.0,12.326941809292492,1.5770252050188303,10.666666666666666,6.0,0,4.21064680507212,0.5376344086021505,13.129032258064516,0.9247311827956989,6.0,1
2025,Dutch Grand Prix,Zandvoort,STR,Aston Martin,7.0,0,0,6.0,94,19.0,12.293673184155002,1.5386030641796584,9.666666666666666,6.0,0,4.189789421004202,0.5425531914893617,13.159574468085106,0.9680851063829787,11.5,4
2023,United States Grand Prix,Austin,STR,Aston Martin,7.0,0,0,6.0,95,20.0,12.164733942494014,1.6473815130333744,9.666666666666666,6.0,0,4.201343570091949,0.5473684210526316,13.221052631578948,1.0842105263157895,15.0,2
2024,Las Vegas Grand Prix,Las Vegas,STR,Aston Martin,15.0,0,0,0.0,96,18.0,12.041129268155457,1.7516438471135374,8.333333333333334,12.0,0,4.211929590721215,0.5520833333333334,13.291666666666666,1.2083333333333333,5.0,1
2023,São Paulo Grand Prix,São Paulo,STR,Aston Martin,5.0,0,0,10.0,97,3.0,12.11270556328273,1.7090351807101256,9.666666666666666,12.0,0,4.2003876027987825,0.5567010309278351,13.34020618556701,1.2268041237113403,15.0,2
2024,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,14.0,0,0,0.0,98,13.0,11.946066200493833,1.9034468151399409,9.0,16.0,0,4.240011591471558,0.5612244897959183,13.23469387755102,1.1938775510204083,10.333333333333334,3
2025,Italian Grand Prix,Monza,STR,Aston Martin,18.0,0,0,0.0,99,16.0,11.995688668631562,1.857178741474785,11.333333333333334,10.0,0,4.222916541768071,0.5555555555555556,13.232323232323232,1.1717171717171717,15.0,4
2024,Pre-Season Testing,Sakhir,STR,Aston Martin,14.0,0,0,0.0,100,17.0,12.135506869760132,1.8128040137967987,12.333333333333334,10.0,0,4.243307267410241,0.55,13.26,1.14,11.5,6
2025,Azerbaijan Grand Prix,Baku,STR,Aston Martin,17.0,0,0,0.0,101,14.0,12.178455789597681,1.7702181105877393,15.333333333333334,0.0,0,4.226179605672946,0.5445544554455446,13.297029702970297,1.1584158415841583,15.25,4
2025,Singapore Grand Prix,Marina Bay,STR,Aston Martin,13.0,0,0,0.0,102,15.0,12.28753165056227,1.7293236434461443,16.333333333333332,0.0,0,4.2326650363614755,0.5490196078431373,13.303921568627452,1.1176470588235294,13.333333333333334,3
2024,Chinese Grand Prix,Shanghai,STR,Aston Martin,15.0,0,0,0.0,103,11.0,12.302836438182457,1.690029783232397,14.666666666666666,0.0,0,4.21262866197227,0.5436893203883495,13.320388349514563,1.1262135922330097,12.302836438182457,0
2025,Mexico City Grand Prix,Mexico City,STR,Aston Martin,14.0,0,0,0.0,104,19.0,12.361912535874001,1.6522517390189377,15.0,0.0,0,4.201148088041525,0.5480769230769231,13.298076923076923,1.0769230769230769,14.25,4
2024,Miami Grand Prix,Miami,STR,Aston Martin,17.0,0,0,0.0,105,11.0,12.396801459816599,1.615910284402958,14.0,0.0,0,4.184503944325212,0.5428571428571428,13.352380952380953,1.1142857142857143,11.0,2
2024,Austrian Grand Prix,Spielberg,STR,Aston Martin,13.0,0,0,0.0,106,17.0,12.495672213929776,1.580931326357668,15.333333333333334,0.0,0,4.190135165409646,0.5471698113207547,13.330188679245284,1.0471698113207548,11.4,5
2025,Pre-Season Testing,Sakhir,STR,Aston Martin,13.0,0,0,0.0,107,15.0,12.504682309383883,1.5472455123402749,14.666666666666666,0.0,0,4.170899513394874,0.5420560747663551,13.36448598130841,1.074766355140187,11.857142857142858,7
2025,Chinese Grand Prix,Shanghai,STR,Aston Martin,9.0,0,0,2.0,108,14.0,12.513402364176079,1.5147878718505008,14.333333333333334,0.0,0,4.151926158697415,0.5370370370370371,13.37962962962963,1.0833333333333333,15.0,1
2024,United States Grand Prix,Austin,STR,Aston Martin,15.0,0,0,0.0,109,13.0,12.437208812528485,1.5258157720236905,11.666666666666666,2.0,0,4.144702557872904,0.5412844036697247,13.385321100917432,1.1192660550458715,12.333333333333334,3
2025,Miami Grand Prix,Miami Gardens,STR,Aston Martin,16.0,0,0,0.0,110,18.0,12.48961379009455,1.4944894603213779,12.333333333333334,2.0,0,4.133873174500202,0.5363636363636364,13.381818181818181,1.0909090909090908,12.48961379009455,0
2024,São Paulo Grand Prix,São Paulo,STR,Aston Martin,19.0,0,0,0.0,111,10.0,12.560946992804235,1.4642672606423062,13.333333333333334,2.0,0,4.130071894954597,0.5315315315315315,13.423423423423424,1.0990990990990992,11.666666666666666,3
2025,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,14.0,0,0,0.0,112,16.0,12.691562903151764,1.4350961412832692,16.666666666666668,0.0,0,4.159533791691247,0.5267857142857143,13.392857142857142,1.0089285714285714,12.75,4
2024,Qatar Grand Prix,Lusail,STR,Aston Martin,18.0,0,0,0.0,113,15.0,12.715563549842729,1.4069262402251044,16.333333333333332,0.0,0,4.143712584422438,0.5309734513274337,13.415929203539823,1.0176991150442478,8.5,2
2025,United States Grand Prix,Austin,STR,Aston Martin,12.0,0,0,0.0,114,19.0,12.819721778467619,1.3797106407166355,17.0,0.0,0,4.158565327114497,0.5263157894736842,13.429824561403509,0.9824561403508771,13.0,4
2025,São Paulo Grand Prix,São Paulo,STR,Aston Martin,16.0,0,0,0.0,115,14.0,12.799989097260983,1.3534051651025236,14.666666666666666,0.0,0,4.140495996112243,0.5304347826086957,13.478260869565217,1.0347826086956522,13.5,4
2021,Spanish Grand Prix,Barcelona,RAI,Alfa Romeo Racing,12.0,0,0,0.0,3,17.0,17.476625544082996,0.0,14.666666666666666,0.0,0,4.725815626252608,0.6666666666666666,15.0,0.3333333333333333,17.476625544082996,0
2021,Monaco Grand Prix,Monte Carlo,RAI,Alfa Romeo Racing,11.0,0,0,0.0,4,14.0,14.214866434034482,0.0,15.0,0.0,0,4.08248290463863,0.5,15.5,1.5,14.214866434034482,0
2021,Azerbaijan Grand Prix,Baku,RAI,Alfa Romeo Racing,10.0,0,0,1.0,5,14.0,12.870526681662142,0.0,14.333333333333334,0.0,0,3.7815340802378077,0.4,15.2,1.8,12.870526681662142,0
2021,French Grand Prix,Le Castellet,RAI,Alfa Romeo Racing,17.0,0,0,0.0,6,17.0,11.929586717424433,0.36257171815610856,11.0,1.0,0,3.65604522218567,0.5,15.0,2.1666666666666665,11.929586717424433,0
2021,Styrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,11.0,0,0,0.0,7,18.0,13.637298754884677,0.224925677069899,12.666666666666666,1.0,0,3.6903993847614407,0.42857142857142855,15.285714285714286,1.8571428571428572,13.637298754884677,0
2021,Austrian Grand Prix,Spielberg,RAI,Alfa Romeo Racing,15.0,0,0,0.0,8,16.0,12.875776977708838,0.15623454731919162,12.666666666666666,1.0,0,3.5228843701879127,0.375,15.625,2.5,11.0,1
2021,Hungarian Grand Prix,Budapest,RAI,Alfa Romeo Racing,10.0,0,0,1.0,9,13.0,13.42538612190802,0.11679747484949277,14.333333333333334,0.0,0,3.3541019662496843,0.3333333333333333,15.666666666666666,2.3333333333333335,13.42538612190802,0
2021,Belgian Grand Prix,Spa-Francorchamps,RAI,Alfa Romeo Racing,18.0,0,0,0.0,10,0.0,12.64786059014546,0.31535645547226726,12.0,1.0,0,3.3333333333333335,0.3,15.4,2.4,12.64786059014546,0
2021,Russian Grand Prix,Sochi,RAI,Alfa Romeo Racing,8.0,0,0,4.0,11,13.0,13.769382186437895,0.24189912315189155,14.333333333333334,1.0,0,3.503245248726853,0.36363636363636365,14.0,0.5454545454545454,13.769382186437895,0
2021,Turkish Grand Prix,Istanbul,RAI,Alfa Romeo Racing,12.0,0,0,0.0,12,17.0,12.658640629845605,0.9427776311135164,12.0,5.0,0,3.692744729379982,0.4166666666666667,13.916666666666666,0.9166666666666666,12.658640629845605,0
2021,United States Grand Prix,Austin,RAI,Alfa Romeo Racing,13.0,0,0,0.0,13,15.0,12.571184139940254,0.7462057520858622,12.666666666666666,4.0,0,3.546395786840927,0.38461538461538464,14.153846153846153,1.2307692307692308,12.571184139940254,0
2021,Mexico City Grand Prix,Mexico City,RAI,Alfa Romeo Racing,8.0,0,0,4.0,14,10.0,12.664160414635885,0.6086505109388662,11.0,4.0,0,3.4073288819675316,0.35714285714285715,14.214285714285714,1.2857142857142858,12.664160414635885,0
2021,Qatar Grand Prix,Lusail,RAI,Alfa Romeo Racing,14.0,0,0,0.0,15,16.0,11.975731209300454,1.111775547247281,11.0,4.0,0,3.521363372331802,0.3333333333333333,13.933333333333334,1.3333333333333333,11.975731209300454,0
2021,Saudi Arabian Grand Prix,Jeddah,RAI,Alfa Romeo Racing,15.0,0,0,0.0,16,12.0,12.299763280652222,0.9289103665345797,11.666666666666666,4.0,0,3.4199171529926473,0.3125,14.0625,1.375,12.299763280652222,0
2021,Abu Dhabi Grand Prix,Yas Island,RAI,Alfa Romeo Racing,19.0,0,0,0.0,17,18.0,12.67886683395989,0.7907603956355329,12.333333333333334,4.0,0,3.358483551352587,0.29411764705882354,13.941176470588236,1.1176470588235294,12.67886683395989,0
2021,Pre-Season Test,Bahrain,RAI,Alfa Romeo Racing,13.0,0,0,0.0,18,15.0,13.479441463414208,0.6837229648471856,16.0,0.0,0,3.568654384729216,0.2777777777777778,14.166666666666666,1.0,13.479441463414208,0
2021,British Grand Prix,Silverstone,RAI,Alfa Romeo Racing,15.0,0,0,0.0,19,13.0,13.399623292669213,0.5989935709691341,15.666666666666666,0.0,0,3.4683194440653633,0.2631578947368421,14.210526315789474,1.0526315789473684,13.399623292669213,0
2021,São Paulo Grand Prix,São Paulo,RAI,Alfa Romeo Racing,12.0,0,0,0.0,20,0.0,13.566035917968852,0.5306767851808478,15.666666666666666,0.0,0,3.4008512866169567,0.25,14.15,0.9,13.566035917968852,0
2021,Spanish Grand Prix,Barcelona,GIO,Alfa Romeo Racing,15.0,0,0,0.0,3,14.0,12.489456942109596,0.0,12.666666666666666,0.0,0,1.1547005383792517,0.0,13.666666666666666,1.0,12.489456942109596,0
2021,Monaco Grand Prix,Monte Carlo,GIO,Alfa Romeo Racing,10.0,0,0,1.0,4,10.0,13.84442969328791,0.0,13.666666666666666,0.0,0,1.5,0.0,13.75,0.5,13.84442969328791,0
2021,Azerbaijan Grand Prix,Baku,GIO,Alfa Romeo Racing,11.0,0,0,0.0,5,20.0,12.113959057990833,0.42865552877716695,12.333333333333334,1.0,0,1.9493588689617927,0.0,13.0,0.4,12.113959057990833,0
2021,French Grand Prix,Le Castellet,GIO,Alfa Romeo Racing,15.0,0,0,0.0,6,13.0,11.786495958682616,0.24303909080562353,12.0,1.0,0,1.8618986725025255,0.16666666666666666,14.166666666666666,1.8333333333333333,11.786495958682616,0
2021,Styrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,15.0,0,0,0.0,7,15.0,12.859490560385659,0.16116629017259165,12.0,1.0,0,1.9760470401187074,0.14285714285714285,14.0,1.2857142857142858,12.859490560385659,0
2021,Austrian Grand Prix,Spielberg,GIO,Alfa Romeo Racing,14.0,0,0,0.0,8,15.0,13.426973603685402,0.1174067147042688,13.666666666666666,0.0,0,2.0,0.125,14.125,1.125,15.0,1
2021,Hungarian Grand Prix,Budapest,GIO,Alfa Romeo Racing,13.0,0,0,0.0,9,0.0,13.521869858152586,0.09096196487354768,14.666666666666666,0.0,0,1.9002923751652299,0.1111111111111111,14.222222222222221,1.1111111111111112,13.521869858152586,0
2021,Belgian Grand Prix,Spa-Francorchamps,GIO,Alfa Romeo Racing,13.0,0,0,0.0,10,14.0,13.368727417632863,0.07356830104861002,14.0,0.0,0,1.7919573407620817,0.1,12.8,-0.3,13.368727417632863,0
2021,Dutch Grand Prix,Zandvoort,GIO,Alfa Romeo Racing,14.0,0,0,0.0,11,7.0,13.274905766801691,0.06140063191187441,13.333333333333334,0.0,0,1.7002673586554236,0.18181818181818182,12.909090909090908,-0.18181818181818182,13.274905766801691,0
2021,Russian Grand Prix,Sochi,GIO,Alfa Romeo Racing,16.0,0,0,0.0,12,17.0,13.400849160780426,0.05248216965695298,13.333333333333334,0.0,0,1.6422453217986943,0.16666666666666666,12.416666666666666,-0.75,13.400849160780426,0
2021,Turkish Grand Prix,Istanbul,GIO,Alfa Romeo Racing,11.0,0,0,0.0,13,16.0,13.837980356215475,0.04570261693026922,14.333333333333334,0.0,0,1.7577666482623882,0.15384615384615385,12.76923076923077,-0.6153846153846154,13.837980356215475,0
2021,United States Grand Prix,Austin,GIO,Alfa Romeo Racing,11.0,0,0,0.0,14,12.0,13.351510203000116,0.04039640170774503,13.666666666666666,0.0,0,1.8050600428356278,0.14285714285714285,13.0,-0.21428571428571427,13.351510203000116,0
2021,Mexico City Grand Prix,Mexico City,GIO,Alfa Romeo Racing,11.0,0,0,0.0,15,11.0,12.993120935626186,0.036143131325293364,12.666666666666666,0.0,0,1.8309508328682538,0.13333333333333333,12.933333333333334,-0.13333333333333333,12.993120935626186,0
2021,Qatar Grand Prix,Lusail,GIO,Alfa Romeo Racing,15.0,0,0,0.0,16,18.0,12.720552178377346,0.03266564273131594,11.0,0.0,0,1.8427786989579984,0.125,12.8125,-0.125,12.720552178377346,0
2021,Saudi Arabian Grand Prix,Jeddah,GIO,Alfa Romeo Racing,9.0,0,0,2.0,17,10.0,13.041482957508926,0.02977454753515827,12.333333333333334,0.0,0,1.8530578861470477,0.11764705882352941,13.117647058823529,0.058823529411764705,13.041482957508926,0
2021,Abu Dhabi Grand Prix,Yas Island,GIO,Alfa Romeo Racing,17.0,0,0,0.0,18,14.0,12.534150942465544,0.2796771390651704,11.666666666666666,2.0,0,2.036432867425148,0.16666666666666666,12.944444444444445,0.1111111111111111,12.534150942465544,0
2021,Pre-Season Test,Bahrain,GIO,Alfa Romeo Racing,11.0,0,0,0.0,19,12.0,13.08663594906526,0.23939141027961233,13.666666666666666,2.0,0,2.197819227490092,0.15789473684210525,13.0,-0.05263157894736842,13.08663594906526,0
2021,British Grand Prix,Silverstone,GIO,Alfa Romeo Racing,13.0,0,0,0.0,20,15.0,12.847336188215174,0.20780406378435,12.333333333333334,2.0,0,2.1878853044122666,0.15,12.95,0.0,12.847336188215174,0
2021,Italian Grand Prix,Monza,GIO,Alfa Romeo Racing,13.0,0,0,0.0,21,7.0,12.869340409672247,0.18256568493246708,13.666666666666666,0.0,0,2.132514723892674,0.14285714285714285,13.047619047619047,0.09523809523809523,12.869340409672247,0
2021,São Paulo Grand Prix,São Paulo,GIO,Alfa Romeo Racing,14.0,0,0,0.0,22,13.0,12.886852391836761,0.1620662685745618,12.333333333333334,0.0,0,2.081146037924497,0.18181818181818182,12.772727272727273,-0.18181818181818182,12.886852391836761,0
2021,Spanish Grand Prix,Barcelona,OCO,Alpine,9.0,0,0,2.0,3,5.0,8.029640381131879,4.480902676758527,9.666666666666666,8.0,0,3.055050463303893,0.6666666666666666,10.333333333333334,0.6666666666666666,8.029640381131879,0
2021,Monaco Grand Prix,Monte Carlo,OCO,Alpine,9.0,0,0,2.0,4,11.0,8.746127423430652,2.932359839037715,8.333333333333334,10.0,0,2.516611478423583,0.5,9.0,-0.5,8.746127423430652,0
2022,Bahrain Grand Prix,Sakhir,OCO,Alpine,7.0,0,0,6.0,5,11.0,8.916661756828805,2.5147497907303773,8.333333333333334,10.0,0,2.1908902300206643,0.4,9.4,0.0,13.0,1
2021,Azerbaijan Grand Prix,Baku,OCO,Alpine,20.0,0,0,0.0,6,12.0,8.252722542545387,3.788967391930678,8.333333333333334,10.0,0,2.1908902300206643,0.5,9.666666666666666,0.6666666666666666,8.252722542545387,0
2022,Saudi Arabian Grand Prix,Jeddah,OCO,Alpine,6.0,0,0,8.0,7,5.0,12.007589238526108,2.5179007528421744,12.0,8.0,0,4.613644360558612,0.42857142857142855,10.0,-0.5714285714285714,12.007589238526108,0
2021,French Grand Prix,Le Castellet,OCO,Alpine,14.0,0,0,0.0,8,11.0,10.16165194347305,4.059411095818505,11.0,14.0,0,4.566962103755937,0.5,9.375,-0.625,10.16165194347305,0
2022,Australian Grand Prix,Melbourne,OCO,Alpine,7.0,0,0,6.0,9,8.0,11.098196783363004,2.9818852299146883,13.333333333333334,8.0,0,4.475240527365851,0.4444444444444444,9.555555555555555,-0.8888888888888888,11.098196783363004,0
2021,Styrian Grand Prix,Spielberg,OCO,Alpine,14.0,0,0,0.0,10,17.0,10.122925264932121,3.6619907513355217,9.0,14.0,0,4.3576242252962665,0.5,9.4,-0.7,10.122925264932121,0
2022,Miami Grand Prix,Miami,OCO,Alpine,8.0,0,0,4.0,11,20.0,10.918727449590229,2.88411434901655,11.666666666666666,6.0,0,4.297991074063239,0.45454545454545453,10.090909090909092,-0.36363636363636365,10.918727449590229,0
2021,Austrian Grand Prix,Spielberg,OCO,Alpine,20.0,0,0,0.0,12,17.0,10.337719991492797,3.1054613923118186,9.666666666666666,10.0,0,4.1587804156332355,0.5,10.916666666666666,0.6666666666666666,14.0,1
2021,Hungarian Grand Prix,Budapest,OCO,Alpine,1.0,1,1,25.0,13,8.0,12.012289725911794,2.5654744826394773,14.0,4.0,0,4.813176359397884,0.46153846153846156,11.384615384615385,0.38461538461538464,12.012289725911794,0
2022,Spanish Grand Prix,Barcelona,OCO,Alpine,7.0,0,0,6.0,14,12.0,10.165988539454487,6.204873690125674,9.666666666666666,29.0,1,5.34111154418933,0.5,11.142857142857142,0.8571428571428571,9.0,1
2021,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,7.0,0,0,3.0,15,8.0,9.705627861495476,6.048356205680712,9.333333333333334,31.0,1,5.216274897810104,0.5333333333333333,11.2,1.1333333333333333,9.705627861495476,0
2022,Monaco Grand Prix,Monaco,OCO,Alpine,12.0,0,0,0.0,16,10.0,9.351893870833942,5.523905414859195,5.0,34.0,1,5.097384950475424,0.5625,11.0,1.125,9.351893870833942,0
2023,Bahrain Grand Prix,Sakhir,OCO,Alpine,18.0,0,0,0.0,17,9.0,9.740444223690874,4.730249172859636,8.666666666666666,9.0,1,4.962358310319802,0.5882352941176471,10.941176470588236,0.9411764705882353,10.0,2
2023,Saudi Arabian Grand Prix,Jeddah,OCO,Alpine,8.0,0,0,4.0,18,6.0,10.797800903022525,4.112893028516771,12.333333333333334,3.0,1,5.170302326149879,0.5555555555555556,10.833333333333334,0.3888888888888889,6.0,1
2021,Dutch Grand Prix,Zandvoort,OCO,Alpine,9.0,0,0,2.0,19,8.0,10.441989438120075,4.10088826113196,12.666666666666666,4.0,0,5.055828666872714,0.5789473684210527,10.578947368421053,0.2631578947368421,10.441989438120075,0
2022,Azerbaijan Grand Prix,Baku,OCO,Alpine,10.0,0,0,1.0,20,13.0,10.271580517661299,3.862342840474774,11.666666666666666,6.0,0,4.929769931644617,0.55,10.45,0.2,20.0,1
2022,Canadian Grand Prix,Montréal,OCO,Alpine,6.0,0,0,8.0,21,7.0,10.241807935283012,3.5584509244826146,9.0,7.0,0,4.805255059877279,0.5714285714285714,10.571428571428571,0.3333333333333333,10.241807935283012,0
2021,Russian Grand Prix,Sochi,OCO,Alpine,14.0,0,0,0.0,22,9.0,9.802922450841315,4.031851903696816,8.333333333333334,11.0,0,4.775705111013378,0.5909090909090909,10.409090909090908,0.36363636363636365,9.802922450841315,0
2023,Australian Grand Prix,Melbourne,OCO,Alpine,14.0,0,0,0.0,23,11.0,10.231263391795402,3.6301301377272113,10.0,9.0,0,4.738205660941228,0.5652173913043478,10.347826086956522,0.13043478260869565,7.0,1
2023,Miami Grand Prix,Miami,OCO,Alpine,9.0,0,0,2.0,24,8.0,10.588844840915604,3.293398640569938,11.333333333333334,8.0,0,4.697941269738591,0.5416666666666666,10.375,0.0,8.0,1
2021,Turkish Grand Prix,Istanbul,OCO,Alpine,10.0,0,0,1.0,25,12.0,10.434214249021222,3.190608387320236,12.333333333333334,2.0,0,4.607240678178932,0.56,10.28,-0.04,10.434214249021222,0
2022,British Grand Prix,Silverstone,OCO,Alpine,15.0,0,0,0.0,26,15.0,10.39160849396177,3.013621260573233,11.0,3.0,0,4.51459172700461,0.5384615384615384,10.346153846153847,0.038461538461538464,10.39160849396177,0
2023,Monaco Grand Prix,Monaco,OCO,Alpine,3.0,0,1,15.0,27,3.0,10.778807653941117,2.775936255082362,11.333333333333334,3.0,0,4.518086476939702,0.5185185185185185,10.518518518518519,0.037037037037037035,12.0,1
2022,French Grand Prix,Le Castellet,OCO,Alpine,8.0,0,0,4.0,28,10.0,10.132339921353966,3.79459454232212,9.333333333333334,16.0,1,4.653609852156135,0.5357142857142857,10.25,0.03571428571428571,14.0,1
